ordinal,prompt_tokens,cached_tokens,uncached_prompt_tokens,completion_tokens,finish_reason,client_ttft_ms,client_decode_interval_ms,client_tpot_ms,client_total_ms,output_delta_events,cache_hit_ratio,response_id_consistent
6847,28930,832,28098,128,length,"16,050.154643","1,708.396535",13.451941,"17,759.293264",62,0.028759074,true
6848,70498,70272,226,128,length,"16,366.522416","1,314.918682",10.353690,"17,682.824341",48,0.996794235,true
6849,17435,192,17243,128,length,"16,194.525605","1,832.409800",14.428424,"18,026.954029",65,0.011012332,true
6850,95823,95616,207,128,length,"15,747.355137",640.882554,5.046319,"16,388.242811",2,0.997839767,true
6851,27358,1856,25502,128,length,"15,158.505792","1,925.767688",15.163525,"17,086.001782",67,0.067841216,true
6852,77727,48000,29727,128,length,"15,526.259538","1,124.870689",8.857250,"16,651.135763",20,0.617546026,true
6853,3754,0,3754,128,length,"15,369.647968","1,969.843396",15.510578,"17,340.705613",64,0.000000000,true
6854,124820,121984,2836,128,length,"15,266.685685","1,018.909277",8.022908,"16,285.600978",14,0.977279282,true
6855,22782,21824,958,128,length,"15,804.174656","1,524.714479",12.005626,"17,328.894544",28,0.957949258,true
6856,21478,3072,18406,128,length,"15,288.916835","1,819.979655",14.330548,"17,110.408118",61,0.143030077,true
6857,13242,0,13242,128,length,"15,607.389585","1,993.253948",15.694913,"17,601.523796",65,0.000000000,true
6858,93954,89792,4162,128,length,"15,426.023676","1,386.521966",10.917496,"16,812.551754",37,0.955701726,true
6859,6447,0,6447,128,length,"15,296.280989","1,695.291312",13.348750,"16,992.362643",56,0.000000000,true
6860,27760,27648,112,128,length,"15,270.631572","2,049.843961",16.140504,"17,322.306204",51,0.995965418,true
6861,77340,48768,28572,128,length,"16,005.235408","1,622.257200",12.773679,"17,627.498208",33,0.630566330,true
6862,27832,27648,184,128,length,"15,855.577365","2,369.349552",18.656296,"18,225.969741",65,0.993388905,true
6863,117,64,53,128,length,"15,854.571117","2,402.203603",18.914989,"18,257.058082",74,0.547008547,true
6864,94173,89792,4381,128,length,"16,095.950683","1,377.848746",10.849203,"17,476.278713",45,0.953479235,true
6865,2861,2816,45,128,length,"15,962.252158","1,520.378893",11.971487,"17,482.636363",19,0.984271234,true
6866,79030,48768,30262,128,length,"16,464.713270","1,258.477661",9.909273,"17,723.196115",29,0.617082121,true
6867,22861,22272,589,128,length,"15,906.963339","2,333.310931",18.372527,"18,241.544584",72,0.974235598,true
6868,75439,48768,26671,128,length,"17,156.191518","1,556.921166",12.259222,"18,713.128876",28,0.646456077,true
6869,468,0,468,128,length,"16,888.424865","1,525.072818",12.008447,"18,414.175320",48,0.000000000,true
6870,6578,6336,242,128,length,"16,706.453159","1,797.552021",14.153953,"18,504.648961",57,0.963210702,true
6871,3425,0,3425,128,length,"16,670.347306","1,990.785800",15.675479,"18,661.445589",63,0.000000000,true
6872,6438,0,6438,128,length,"16,711.562703","1,699.720563",13.383626,"18,411.871974",54,0.000000000,true
6873,208,0,208,128,length,"15,878.796684","2,218.406858",17.467771,"18,097.671226",71,0.000000000,true
6874,12801,11456,1345,128,length,"15,525.073897","1,922.594223",15.138537,"17,449.407142",61,0.894930084,true
6875,160,64,96,128,length,"15,382.065634","2,469.522053",19.445056,"17,852.383821",80,0.400000000,true
6876,21240,21056,184,128,length,"15,362.148677","1,572.507560",12.381949,"16,935.609493",50,0.991337100,true
6877,22948,2816,20132,128,length,"15,219.652130","2,343.621797",18.453715,"17,564.085549",78,0.122712219,true
6878,71922,48128,23794,128,length,"15,751.607970",838.038253,6.598726,"16,589.651343",19,0.669169378,true
6879,63881,60608,3273,128,length,"15,934.927591","1,875.554844",14.768148,"17,810.488707",31,0.948764108,true
6880,18044,11456,6588,128,length,"15,231.144797","1,910.355758",15.042171,"17,141.506379",27,0.634892485,true
6881,23884,0,23884,128,length,"15,933.616284","1,463.550477",11.524020,"17,398.084145",51,0.000000000,true
6882,3613,1280,2333,128,length,"16,115.914360",774.467512,6.098169,"16,890.772819",27,0.354276225,true
6883,60177,18112,42065,128,length,"15,979.888329","1,714.015459",13.496185,"17,693.909228",54,0.300978779,true
6884,64044,62080,1964,128,length,"15,831.595224","1,512.801489",11.911823,"17,344.402090",22,0.969333583,true
6885,219044,203776,15268,128,length,"16,587.783903","1,308.755370",10.305160,"17,896.545289",10,0.930297109,true
6886,18163,17984,179,128,length,"16,208.095279","1,597.236619",12.576666,"17,805.350138",28,0.990144800,true
6887,14433,0,14433,128,length,"16,030.800858","2,107.237150",16.592419,"18,138.460667",66,0.000000000,true
6888,854,832,22,128,length,"16,827.050685",458.616510,3.611154,"17,286.047006",16,0.974238876,true
6889,13234,6848,6386,128,length,"14,944.714219","2,786.512359",21.941042,"17,732.102201",68,0.517455040,true
6890,27903,27648,255,128,length,"14,736.444834","2,498.370056",19.672205,"17,234.819370",36,0.990861198,true
6891,18230,11456,6774,128,length,"14,583.803183","2,617.790070",20.612520,"17,201.598341",42,0.628414701,true
6892,5197,4032,1165,128,length,"14,489.876139","2,328.908337",18.337861,"16,820.730379",54,0.775832211,true
6893,27975,27648,327,128,length,"14,373.111027","2,422.750836",19.076778,"16,795.867207",35,0.988310992,true
6894,18316,11456,6860,128,length,"14,420.205958","2,127.945857",16.755479,"16,548.158120",14,0.625464075,true
6895,71108,48448,22660,128,length,"15,014.495633","2,499.099982",19.677953,"17,513.600895",36,0.681329808,true
6896,4083,960,3123,128,length,"15,712.735888",739.697701,5.824391,"16,453.410749",5,0.235121234,true
6897,4001,0,4001,128,length,"14,536.219000","2,934.141427",23.103476,"17,470.377323",73,0.000000000,true
6898,21311,21120,191,128,length,"14,782.583917","2,177.468008",17.145417,"17,817.924189",51,0.991037492,true
6899,2856,2816,40,128,length,"14,698.177524","1,973.469184",15.539127,"16,671.652532",11,0.985994398,true
6900,9746,8000,1746,128,length,"16,281.950165",774.609400,6.099287,"17,057.229715",24,0.820849579,true
6901,68702,48448,20254,128,length,"14,795.716021","2,078.644957",16.367283,"16,874.367442",25,0.705190533,true
6902,1051,448,603,128,length,"14,432.958475","2,355.474210",18.547041,"16,789.394356",55,0.426260704,true
6903,18383,11456,6927,128,length,"14,891.463080","1,903.501560",14.988201,"16,794.970336",24,0.623184464,true
6904,127626,121984,5642,128,length,"14,881.454329","1,219.765932",9.604456,"16,101.225701",15,0.955792707,true
6905,189,64,125,128,length,"14,833.192476","2,559.515946",20.153669,"17,392.730470",81,0.338624339,true
6906,52780,47424,5356,128,length,"14,562.506951","1,783.777161",14.045489,"16,346.740404",56,0.898522167,true
6907,113299,112960,339,128,length,"15,630.506728",532.007840,4.189038,"16,162.519560",15,0.997007917,true
6908,75117,48576,26541,128,length,"14,811.408048","1,567.429376",12.341964,"16,378.843505",30,0.646671193,true
6909,4242,1216,3026,128,length,"16,074.087503",0.000000,0.000000,"16,074.093103",1,0.286657237,true
6910,53114,47424,5690,128,length,"15,858.416235",280.381730,2.207730,"16,138.803693",2,0.892871936,true
6911,16997,2816,14181,128,length,"15,004.826533","2,181.013187",17.173332,"17,185.862600",70,0.165676296,true
6912,18784,11456,7328,128,length,"15,000.299585","1,921.926890",15.133283,"16,923.873432",37,0.609880750,true
6913,113540,112960,580,128,length,"15,880.743740",400.979703,3.157320,"16,281.728851",8,0.994891668,true
6914,75716,48576,27140,128,length,"15,176.254412","1,307.629249",10.296293,"16,483.889101",25,0.641555286,true
6915,19081,11456,7625,128,length,"14,926.329242","2,049.512759",16.137896,"16,976.889402",57,0.600387820,true
6916,1597,0,1597,128,length,"14,866.811622","1,602.087793",12.614865,"16,469.622461",53,0.000000000,true
6917,53449,47424,6025,128,length,"14,481.962285",837.191557,6.592060,"15,319.159122",14,0.887275721,true
6918,19148,11456,7692,128,length,"14,444.792296","1,776.846386",13.990916,"16,222.631074",18,0.598287027,true
6919,1839,0,1839,128,length,"14,104.541647","1,822.664155",14.351686,"15,927.224746",60,0.000000000,true
6920,34602,15616,18986,128,length,"14,577.097882","1,034.646233",8.146821,"15,611.749715",3,0.451303393,true
6921,19231,11456,7775,128,length,"14,478.063790","1,438.026820",11.323046,"15,917.647966",47,0.595704852,true
6922,28046,27648,398,128,length,"14,435.588831","1,811.249826",14.261810,"16,247.759624",52,0.985809028,true
6923,1587,1024,563,128,length,"14,327.802477","1,704.178934",13.418732,"16,032.397318",58,0.645242596,true
6924,28118,27648,470,128,length,"14,005.505730","1,649.184388",12.985704,"15,656.066321",46,0.983284729,true
6925,1839,1792,47,128,length,"13,875.960229","1,900.122014",14.961591,"15,776.103299",65,0.974442632,true
6926,77277,48768,28509,128,length,"14,313.629406",999.076993,7.866748,"15,312.713279",26,0.631080399,true
6927,14909,0,14909,128,length,"13,815.254055","1,526.292348",12.018050,"15,342.181544",58,0.000000000,true
6928,52502,15872,36630,128,length,"14,397.790517","1,305.429455",10.278972,"15,703.226244",10,0.302312293,true
6929,79851,49024,30827,128,length,"14,881.938909","1,525.611222",12.012687,"16,407.556307",37,0.613943470,true
6930,23549,960,22589,128,length,"14,942.266424","1,615.015607",12.716658,"16,558.783258",61,0.040766062,true
6931,22695,1280,21415,128,length,"14,865.822110","1,308.948203",10.306679,"16,177.468222",50,0.056400088,true
6932,44119,41408,2711,128,length,"14,832.668760","1,619.235832",12.749888,"16,451.910640",34,0.938552551,true
6933,69319,18112,51207,128,length,"15,939.480010","1,568.667082",12.351709,"17,508.164692",56,0.261284785,true
6934,56491,55616,875,128,length,"16,078.198511",340.950815,2.684652,"16,420.485881",14,0.984510807,true
6935,113655,108736,4919,128,length,"15,028.641856","1,889.973038",14.881677,"16,918.620750",61,0.956719898,true
6936,78122,49344,28778,128,length,"15,598.530091","1,242.912195",9.786710,"16,841.448110",28,0.631627454,true
6937,21401,21184,217,128,length,"14,854.070305","2,023.635467",15.934138,"16,878.752149",73,0.989860287,true
6938,37119,34560,2559,128,length,"16,118.239916",414.488034,3.263685,"16,532.733646",11,0.931059565,true
6939,55039,18112,36927,128,length,"16,316.729127","1,226.976325",9.661231,"17,543.711084",23,0.329075746,true
6940,220679,206272,14407,128,length,"16,395.124977","1,363.275768",10.734455,"17,758.926029",51,0.934715129,true
6941,130612,127616,2996,128,length,"16,022.431257","1,012.248553",7.970461,"17,034.685922",14,0.977061832,true
6942,89734,64,89670,128,length,"17,925.803663","1,605.416972",12.641079,"19,532.631526",58,0.000713219,true
6943,46397,44096,2301,128,length,"18,023.716339","2,055.157763",16.182345,"20,080.157664",73,0.950406276,true
6944,49712,48128,1584,128,length,"17,561.947709","1,631.948348",12.849987,"19,193.901913",59,0.968136466,true
6945,7342,0,7342,128,length,"17,414.707860","2,012.488692",15.846368,"19,435.783563",71,0.000000000,true
6946,113898,109696,4202,128,length,"19,335.749623",0.000000,0.000000,"19,335.755095",1,0.963107342,true
6947,60529,31808,28721,128,length,"17,904.197030","1,389.337028",10.939662,"19,293.540234",24,0.525500173,true
6948,78809,50368,28441,128,length,"18,102.455839","1,047.964131",8.251686,"19,150.426018",27,0.639114822,true
6949,17007,14976,2031,128,length,"19,144.751477",0.000000,0.000000,"19,144.757173",1,0.880578585,true
6950,30649,9728,20921,128,length,"18,292.890685","1,515.622792",11.934038,"19,809.044713",57,0.317400241,true
6951,44515,22208,22307,128,length,"19,089.078239",734.223450,5.781287,"19,823.307577",6,0.498888015,true
6952,4163,0,4163,128,length,"18,200.595206","1,462.431972",11.515212,"19,663.369581",55,0.000000000,true
6953,3401,1216,2185,128,length,"19,379.476751",464.009961,3.653622,"19,843.956315",18,0.357541899,true
6954,14186,2816,11370,128,length,"19,420.722261","1,731.583341",13.634514,"21,153.268938",64,0.198505569,true
6955,56284,31808,24476,128,length,"20,065.543854","1,220.146192",9.607450,"21,285.695902",33,0.565133963,true
6956,48827,44096,4731,128,length,"19,924.379894","1,621.589003",12.768417,"21,545.974977",14,0.903106888,true
6957,114308,109696,4612,128,length,"19,857.937098","1,591.091962",12.528283,"21,449.035364",27,0.959652868,true
6958,275658,264000,11658,128,length,"20,119.794457","1,645.255365",12.954767,"21,765.056126",23,0.957708465,true
6959,28189,28096,93,128,length,"19,462.552894","1,742.107968",13.717386,"21,204.666495",34,0.996700841,true
6960,46380,22208,24172,128,length,"19,966.551330","1,562.546745",12.303518,"21,529.103963",36,0.478827081,true
6961,28261,28096,165,128,length,"19,916.635832","1,665.605830",13.115007,"21,582.955139",36,0.994161565,true
6962,77421,50368,27053,128,length,"20,296.726091",978.222461,7.702539,"21,274.954824",20,0.650572842,true
6963,851,832,19,128,length,"20,362.736116",610.239208,4.805033,"21,001.824288",24,0.977673325,true
6964,59232,33856,25376,128,length,"19,678.364163","1,910.644817",15.044447,"21,590.152317",67,0.571582928,true
6965,49482,46336,3146,128,length,"20,348.060128",524.916681,4.133202,"20,872.982473",3,0.936421325,true
6966,58876,56448,2428,128,length,"19,454.999202","1,701.742851",13.399550,"21,158.081423",60,0.958760785,true
6967,46469,22208,24261,128,length,"20,090.855606","1,024.369672",8.065903,"21,115.231422",29,0.477910005,true
6968,22437,832,21605,128,length,"20,119.416470","1,733.889760",13.652675,"21,854.107069",57,0.037081606,true
6969,1006,448,558,128,length,"19,190.472830","1,885.901645",14.849619,"21,076.380971",53,0.445328032,true
6970,80011,50560,29451,128,length,"19,893.278976","1,177.981763",9.275447,"21,071.266307",28,0.631913112,true
6971,23542,22912,630,128,length,"19,126.079330","1,944.103417",15.307901,"21,070.331132",65,0.973239317,true
6972,46621,41728,4893,128,length,"19,331.214259","1,192.657815",9.391006,"20,524.285453",20,0.895047296,true
6973,2560,1472,1088,128,length,"19,765.239312","1,712.499511",13.484248,"21,478.027049",56,0.575000000,true
6974,49860,46336,3524,128,length,"19,816.650852","1,480.279601",11.655745,"21,296.936661",12,0.929322102,true
6975,114553,110656,3897,128,length,"19,820.114784","1,761.060757",13.866620,"21,581.181301",34,0.965980812,true
6976,64982,35072,29910,128,length,"20,362.415121","1,413.580356",11.130554,"21,776.001589",44,0.539718691,true
6977,76708,60096,16612,128,length,"20,220.150960","1,105.168229",8.702112,"21,325.325077",13,0.783438494,true
6978,81995,50688,31307,128,length,"20,915.941404","1,205.228729",9.489990,"22,121.176341",28,0.618184036,true
6979,66090,35072,31018,128,length,"21,455.502871",898.065830,7.071384,"22,354.511236",15,0.530670298,true
6980,133813,130560,3253,128,length,"22,735.990914","1,198.702502",9.438602,"23,934.701064",16,0.975689955,true
6981,114947,111488,3459,128,length,"21,580.347247","2,110.420279",16.617483,"23,692.169425",72,0.969907871,true
6982,2857,2816,41,128,length,"21,375.021085","1,285.005423",10.118153,"22,660.737553",17,0.985649282,true
6983,10060,7168,2892,128,length,"23,677.962465",0.000000,0.000000,"23,678.369989",1,0.712524851,true
6984,59,0,59,128,length,"21,278.642309","1,405.943496",11.070421,"22,685.434900",46,0.000000000,true
6985,860,832,28,128,length,"22,110.655490",511.314141,4.026096,"22,622.347682",18,0.967441860,true
6986,46881,44480,2401,128,length,"21,158.614260","1,431.662802",11.272935,"22,590.283430",24,0.948785222,true
6987,67329,35072,32257,128,length,"21,884.144201","1,241.573016",9.776165,"23,125.723265",29,0.520904811,true
6988,82300,50688,31612,128,length,"23,575.603451",775.001243,6.102372,"24,350.610358",20,0.615893074,true
6989,85222,84736,486,128,length,"21,776.803900","1,055.281724",8.309305,"22,832.091288",9,0.994297247,true
6990,4450,960,3490,128,length,"23,011.047610","1,843.077308",14.512420,"24,855.023389",67,0.215730337,true
6991,223367,208640,14727,128,length,"23,363.560435",732.029577,5.764012,"24,096.951047",25,0.934068148,true
6992,2933,1792,1141,128,length,"22,994.205045","1,887.798493",14.864555,"24,882.791064",66,0.610978520,true
6993,28332,28224,108,128,length,"22,985.731443","1,863.058233",14.669750,"24,848.795116",39,0.996188056,true
6994,96668,84736,11932,128,length,"23,780.971629",763.991876,6.015684,"24,544.968817",7,0.876567220,true
6995,115694,111488,4206,128,length,"23,346.371020","1,501.847291",11.825569,"24,848.224071",44,0.963645479,true
6996,86759,50688,36071,128,length,"23,876.258140","1,087.675035",8.564370,"24,963.938903",28,0.584239099,true
6997,59959,37248,22711,128,length,"24,052.622506","1,487.237544",11.710532,"25,542.389190",50,0.621224503,true
6998,851,832,19,128,length,"24,382.580178",516.157572,4.064233,"24,899.599357",17,0.977673325,true
6999,4308,0,4308,128,length,"23,992.281743","1,979.400622",15.585832,"25,971.703646",66,0.000000000,true
7000,28404,28224,180,128,length,"23,956.461877","1,381.637319",10.879034,"25,338.104124",21,0.993662864,true
7001,136455,130560,5895,128,length,"23,914.543690","1,527.864840",12.030432,"25,442.427538",50,0.956798945,true
7002,64179,63296,883,128,length,"23,703.071847","1,871.540605",14.736540,"25,574.618308",25,0.986241606,true
7003,2857,2816,41,128,length,"23,615.741655","1,391.065266",10.953270,"25,006.811914",14,0.985649282,true
7004,60984,37248,23736,128,length,"24,057.259598","1,510.277406",11.891948,"25,568.797206",49,0.610783156,true
7005,1422,448,974,128,length,"23,540.019298","1,791.066946",14.102889,"25,331.642505",60,0.315049226,true
7006,47091,46464,627,128,length,"23,969.494491","1,220.470034",9.610000,"25,189.970701",11,0.986685354,true
7007,21145,576,20569,128,length,"23,568.227200","1,631.108918",12.843377,"25,200.075804",58,0.027240482,true
7008,84154,50816,33338,128,length,"23,811.856193",942.965511,7.424925,"24,754.827304",26,0.603845331,true
7009,24681,4224,20457,128,length,"23,436.055855","1,667.060913",13.126464,"25,104.440906",59,0.171143795,true
7010,64328,63296,1032,128,length,"22,844.041589","1,237.803451",9.746484,"24,081.851120",20,0.983957219,true
7011,188,0,188,128,length,"22,843.208783","1,724.280116",13.577009,"24,568.053799",61,0.000000000,true
7012,97176,84736,12440,128,length,"22,867.850769","1,391.142130",10.953875,"24,260.373806",49,0.871984852,true
7013,19085,3392,15693,128,length,"22,257.232870","1,358.665842",10.698156,"23,616.604638",48,0.177731203,true
7014,854,832,22,128,length,"22,647.991820",720.388845,5.672353,"23,368.398585",24,0.974238876,true
7015,26173,3136,23037,128,length,"21,907.837540","2,135.405756",16.814219,"24,044.412906",76,0.119818133,true
7016,19898,832,19066,128,length,"22,320.555768","1,670.356204",13.152411,"23,991.347655",59,0.041813248,true
7017,60006,42048,17958,128,length,"22,628.705781","1,444.581720",11.374659,"24,073.293485",48,0.700729927,true
7018,12257,832,11425,128,length,"22,700.372265","1,758.676804",13.847849,"24,459.844659",61,0.067879579,true
7019,11393,9216,2177,128,length,"23,154.076993",60.687582,0.477855,"23,214.769343",2,0.808917757,true
7020,11228,0,11228,128,length,"22,087.973903","1,877.891663",14.786549,"23,966.735461",64,0.000000000,true
7021,61907,51200,10707,128,length,"22,013.067297","1,571.432896",12.373487,"23,586.877140",40,0.827047022,true
7022,276783,275648,1135,128,length,"21,744.632605",0.000000,0.000000,"21,744.639069",1,0.995899315,true
7023,21294,2816,18478,128,length,"20,331.011673","1,870.174738",14.725785,"22,202.186323",63,0.132243825,true
7024,82078,61696,20382,128,length,"20,256.751505","1,386.165996",10.914693,"21,642.922941",24,0.751675236,true
7025,81576,51456,30120,128,length,"20,894.190832","1,367.198614",10.765343,"22,261.394662",29,0.630773757,true
7026,5562,4160,1402,128,length,"20,139.637301","1,725.478910",13.586448,"21,865.636471",57,0.747932398,true
7027,61211,42048,19163,128,length,"21,169.641259","1,317.635183",10.375080,"22,488.360931",47,0.686935355,true
7028,3029,0,3029,128,length,"21,013.719646","1,791.391013",14.105441,"22,805.116323",12,0.000000000,true
7029,32833,16960,15873,128,length,"21,348.689774","1,887.114199",14.859167,"23,235.825222",67,0.516553468,true
7030,994,0,994,128,length,"20,461.571935","1,438.161861",11.324109,"21,899.756388",51,0.000000000,true
7031,4424,0,4424,128,length,"20,439.969140","1,884.553859",14.839007,"22,324.541367",66,0.000000000,true
7032,70957,51200,19757,128,length,"21,845.683770",712.566447,5.610759,"22,558.255945",8,0.721563764,true
7033,1252,0,1252,128,length,"21,388.201221","1,767.455304",13.916971,"23,156.256050",63,0.000000000,true
7034,47376,47040,336,128,length,"19,946.191297","1,824.904397",14.369326,"21,772.678618",65,0.992907801,true
7035,62230,56384,5846,128,length,"19,997.737047","1,354.817365",10.667853,"21,354.796733",49,0.906058171,true
7036,281580,275648,5932,128,length,"21,001.566078",806.754934,6.352401,"21,808.326740",13,0.978933163,true
7037,12922,832,12090,128,length,"21,461.379558",127.042761,1.000337,"21,588.978259",5,0.064386318,true
7038,77985,51456,26529,128,length,"20,851.559424","1,390.251659",10.946863,"22,241.818283",27,0.659819196,true
7039,63987,59968,4019,128,length,"20,837.477585","1,408.621724",11.091510,"22,246.422480",49,0.937190367,true
7040,28475,28352,123,128,length,"20,493.270873","1,206.716421",9.501704,"21,699.992638",20,0.995680421,true
7041,69616,52800,16816,128,length,"20,832.978029","1,123.234612",8.844367,"21,956.218945",9,0.758446334,true
7042,28547,28352,195,128,length,"20,728.942426","1,571.088733",12.370777,"22,300.036567",33,0.993169160,true
7043,14383,0,14383,128,length,"21,010.553540","1,883.674589",14.832083,"22,894.432770",63,0.000000000,true
7044,98707,97152,1555,128,length,"20,629.953038","1,663.108850",13.095345,"22,294.608716",56,0.984246305,true
7045,55066,48704,6362,128,length,"20,280.419659","1,503.310919",11.837094,"21,784.854042",51,0.884465914,true
7046,74468,51584,22884,128,length,"20,842.214870",850.713968,6.698535,"21,692.940774",18,0.692700220,true
7047,116323,115648,675,128,length,"20,695.502098","2,173.860843",17.117015,"22,872.243764",68,0.994197192,true
7048,110823,105344,5479,128,length,"21,081.073360","1,227.651371",9.666546,"22,309.319839",39,0.950560804,true
7049,57420,48704,8716,128,length,"20,184.039859","1,563.140991",12.308197,"21,748.844287",49,0.848206200,true
7050,90633,85568,5065,128,length,"20,223.796621","1,469.545501",11.571224,"21,693.347530",21,0.944115278,true
7051,884,832,52,128,length,"20,855.628224",876.130969,6.898669,"21,731.765305",2,0.941176471,true
7052,2362,1536,826,128,length,"20,008.714798","2,442.441871",19.231826,"22,451.647777",77,0.650296359,true
7053,2857,2816,41,128,length,"19,684.677845","1,437.708834",11.320542,"21,122.391863",13,0.985649282,true
7054,91031,85568,5463,128,length,"19,856.002554","1,572.548040",12.382268,"21,428.574691",49,0.939987477,true
7055,4890,2816,2074,128,length,"21,033.221496",155.214599,1.222162,"21,189.105220",6,0.575869121,true
7056,3280,3008,272,128,length,"21,176.162238",146.105248,1.150435,"21,322.272830",2,0.917073171,true
7057,46883,24512,22371,128,length,"19,735.592037","2,139.800351",16.848822,"21,877.082769",71,0.522833436,true
7058,73654,51904,21750,128,length,"19,292.059678","1,322.947322",10.416908,"20,615.012920",27,0.704700356,true
7059,116935,115648,1287,128,length,"19,040.439488","1,405.208065",11.064630,"20,447.728786",46,0.988993885,true
7060,118833,103040,15793,128,length,"19,565.448520","1,706.413672",13.436328,"21,273.746174",59,0.867099206,true
7061,14959,0,14959,128,length,"18,565.972197","1,893.177959",14.906913,"20,459.400878",66,0.000000000,true
7062,59908,55040,4868,128,length,"18,720.079587","1,394.729711",10.982124,"20,116.342302",49,0.918742071,true
7063,111687,110784,903,128,length,"20,579.730338",0.000000,0.000000,"20,579.735874",1,0.991914905,true
7064,17043,832,16211,128,length,"19,452.231181","1,540.371307",12.128908,"20,993.297213",50,0.048817696,true
7065,226037,211072,14965,128,length,"19,818.117456",896.158966,7.056370,"20,717.409599",30,0.933794025,true
7066,8279,2816,5463,128,length,"19,511.228797","1,749.544251",13.775939,"21,261.440382",37,0.340137698,true
7067,91940,91008,932,128,length,"19,502.382776","1,324.127171",10.426198,"20,828.064359",45,0.989862954,true
7068,111917,110784,1133,128,length,"20,164.391353",897.303103,7.065379,"21,061.699960",34,0.989876426,true
7069,67031,55360,11671,128,length,"18,952.342313","1,454.717992",11.454472,"20,407.066513",12,0.825886530,true
7070,60820,57408,3412,128,length,"18,499.290903","1,763.730731",13.887644,"20,264.383853",61,0.943900033,true
7071,71248,52032,19216,128,length,"18,680.654860","1,093.676202",8.611624,"19,774.336630",27,0.730294184,true
7072,2167,0,2167,128,length,"18,474.820438","1,564.992236",12.322774,"20,040.268710",53,0.000000000,true
7073,92356,91008,1348,128,length,"18,869.574077","1,406.765102",11.076891,"20,276.360139",47,0.985404305,true
7074,32038,10048,21990,128,length,"18,812.542684","1,723.785168",13.573112,"20,536.687855",58,0.313627567,true
7075,117313,116928,385,128,length,"18,817.201696","2,111.388191",16.625104,"20,929.662119",71,0.996718181,true
7076,62050,59904,2146,128,length,"18,286.695596","1,865.750095",14.690946,"20,153.815270",63,0.965414988,true
7077,112121,105344,6777,128,length,"18,292.912957","1,183.437102",9.318402,"19,476.355883",12,0.939556372,true
7078,11042,10112,930,128,length,"17,671.626333","1,833.698642",14.438572,"19,505.854483",62,0.915776128,true
7079,62920,42048,20872,128,length,"18,116.514191","1,578.532439",12.429389,"19,695.952845",54,0.668277177,true
7080,18923,0,18923,128,length,"18,297.462977","2,010.598340",15.831483,"20,309.076653",71,0.000000000,true
7081,77663,51456,26207,128,length,"18,617.275673","1,099.606041",8.658315,"19,716.887634",28,0.662554885,true
7082,13066,0,13066,128,length,"18,720.297829","1,628.256063",12.820914,"20,348.887047",58,0.000000000,true
7083,28618,28544,74,128,length,"18,744.474019","1,384.260349",10.899688,"20,128.739840",26,0.997414215,true
7084,23160,2816,20344,128,length,"19,233.516817","1,861.930449",14.660870,"21,096.579339",64,0.121588946,true
7085,19118,832,18286,128,length,"19,684.283153","1,894.010061",14.913465,"21,578.709474",65,0.043519197,true
7086,63871,62016,1855,128,length,"19,558.913685","1,474.456451",11.609893,"21,034.250047",50,0.970957085,true
7087,93235,92352,883,128,length,"19,071.120818","1,326.385460",10.443980,"20,399.170771",45,0.990529308,true
7088,5631,4160,1471,128,length,"20,371.418296",0.000000,0.000000,"20,371.423608",1,0.738767537,true
7089,112299,105344,6955,128,length,"19,423.369257",517.279949,4.073070,"19,942.404644",20,0.938067124,true
7090,3541,3264,277,128,length,"19,806.374996",267.728094,2.108095,"20,074.108370",6,0.921773510,true
7091,51240,49856,1384,128,length,"17,908.880234","1,650.902994",12.999236,"19,561.066150",57,0.972989852,true
7092,41689,0,41689,128,length,"18,713.305582","1,740.835670",13.707367,"20,455.232685",63,0.000000000,true
7093,18249,0,18249,128,length,"19,099.210703","1,715.838737",13.510541,"20,815.402947",61,0.000000000,true
7094,61615,58816,2799,128,length,"19,005.322283","1,443.909427",11.369366,"20,450.221638",52,0.954572750,true
7095,12681,2816,9865,128,length,"18,200.240482","1,552.632364",12.225452,"19,783.031164",55,0.222064506,true
7096,78262,51584,26678,128,length,"18,810.824462","1,386.714800",10.919014,"20,197.544830",28,0.659119368,true
7097,117944,117312,632,128,length,"20,544.669742",0.000000,0.000000,"20,544.675246",1,0.994641525,true
7098,21512,21376,136,128,length,"18,518.515599","1,995.659758",15.713856,"20,515.395975",66,0.993677947,true
7099,94226,85568,8658,128,length,"18,479.294650","1,342.956855",10.574463,"19,822.268625",44,0.908114533,true
7100,4464,0,4464,128,length,"17,954.136655","2,226.960014",17.535118,"20,181.113373",73,0.000000000,true
7101,64997,48704,16293,128,length,"18,321.791904","1,339.131769",10.544345,"19,662.436773",26,0.749326892,true
7102,20309,2816,17493,128,length,"18,351.028678","2,012.944023",15.849953,"20,364.949605",66,0.138657738,true
7103,118376,115648,2728,128,length,"18,085.337337","1,830.018133",14.409592,"19,915.361454",32,0.976954788,true
7104,364,0,364,128,length,"17,841.383190","2,309.586105",18.185717,"20,151.245457",75,0.000000000,true
7105,65911,48704,17207,128,length,"18,058.036449","1,543.487300",12.153443,"19,602.689390",51,0.738935838,true
7106,12895,0,12895,128,length,"17,868.217642","2,078.200473",16.363783,"19,946.875367",69,0.000000000,true
7107,12423,1152,11271,128,length,"18,862.881832",743.832134,5.856946,"19,607.284754",25,0.092731224,true
