ordinal,prompt_tokens,cached_tokens,uncached_prompt_tokens,completion_tokens,finish_reason,client_ttft_ms,client_decode_interval_ms,client_tpot_ms,client_total_ms,output_delta_events,cache_hit_ratio,response_id_consistent
368,60158,58304,1854,128,length,"15,966.643432","1,833.127186",14.434072,"17,799.776090",6,0.969181156,true
369,2930,0,2930,128,length,"15,563.244676","2,476.295305",19.498388,"18,039.973872",72,0.000000000,true
370,18395,640,17755,128,length,"16,183.547511","1,911.839428",15.053854,"18,095.392635",46,0.034792063,true
371,53712,46016,7696,128,length,"16,161.304344","1,612.187654",12.694391,"17,775.302123",49,0.856717307,true
372,43206,33024,10182,128,length,"16,123.019846","1,777.888935",13.999125,"17,900.914381",17,0.764338286,true
373,231582,229184,2398,128,length,"15,978.863679","1,539.760832",12.124101,"17,518.631487",28,0.989645136,true
374,27883,0,27883,128,length,"16,326.534869","1,724.078439",13.575421,"18,051.339777",57,0.000000000,true
375,2672,832,1840,128,length,"16,246.017142","1,916.730471",15.092366,"18,162.768189",63,0.311377246,true
376,52589,3584,49005,128,length,"17,087.687607","1,461.237871",11.505810,"18,548.931686",20,0.068151134,true
377,266990,266112,878,128,length,"16,480.666787","1,801.183469",14.182547,"18,281.856304",12,0.996711487,true
378,138234,134464,3770,128,length,"15,746.741860","1,701.080674",13.394336,"17,449.092815",51,0.972727404,true
379,28497,28160,337,128,length,"17,032.000296",0.000000,0.000000,"17,032.005960",1,0.988174194,true
380,13048,0,13048,128,length,"15,518.542917","2,354.644578",18.540508,"17,873.210503",71,0.000000000,true
381,18025,4096,13929,128,length,"15,955.762138","2,173.204625",17.111847,"18,129.491247",65,0.227239945,true
382,55494,54656,838,128,length,"15,951.011544","1,852.223066",14.584434,"17,803.251283",55,0.984899268,true
383,1212,1152,60,128,length,"16,768.136266",514.466046,4.050914,"17,282.607592",2,0.950495050,true
384,88842,88192,650,128,length,"15,701.162334","1,748.666902",13.769031,"17,451.762146",52,0.992683641,true
385,18732,18368,364,128,length,"15,377.994232","2,047.305485",16.120516,"17,426.240619",62,0.980568012,true
386,31783,28160,3623,128,length,"15,607.245215","1,023.601270",8.059853,"16,632.482305",32,0.886008243,true
387,14153,2816,11337,128,length,"15,145.012342","2,107.984255",16.598301,"17,253.514233",65,0.198968417,true
388,6038,4096,1942,128,length,"15,057.612869","1,895.914835",14.928463,"16,953.533048",20,0.678370321,true
389,15086,1152,13934,128,length,"16,492.437143",488.369604,3.845430,"16,980.812411",5,0.076362190,true
390,23491,832,22659,128,length,"16,961.010573",0.000000,0.000000,"16,961.016173",1,0.035417820,true
391,61962,58304,3658,128,length,"14,889.129297","1,787.312938",14.073330,"16,676.447739",7,0.940963817,true
392,12451,0,12451,128,length,"14,729.407963","2,126.260321",16.742207,"16,856.814724",72,0.000000000,true
393,32013,28160,3853,128,length,"15,677.751895",477.899384,3.762987,"16,155.656623",11,0.879642645,true
394,852,832,20,128,length,"15,912.677990",0.000000,0.000000,"15,912.683558",1,0.976525822,true
395,16510,11072,5438,128,length,"14,723.921683","1,532.629390",12.067948,"16,257.487048",52,0.670623864,true
396,52899,3584,49315,128,length,"15,755.524227","1,646.997119",12.968481,"17,402.528002",15,0.067751753,true
397,58141,55488,2653,128,length,"15,661.116448","1,316.991976",10.370016,"16,978.114568",24,0.954369550,true
398,4081,0,4081,128,length,"15,439.170669","1,633.841217",12.864891,"17,073.859636",60,0.000000000,true
399,59723,15040,44683,128,length,"16,009.672604","1,922.482800",15.137660,"17,933.564374",41,0.251829279,true
400,852,832,20,128,length,"16,698.637593",662.223071,5.214355,"17,361.278267",22,0.976525822,true
401,33419,0,33419,128,length,"16,367.785340","1,446.715527",11.391461,"17,815.165000",49,0.000000000,true
402,32367,28160,4207,128,length,"14,841.810846",724.291322,5.703081,"15,566.107960",19,0.870021936,true
403,61053,54336,6717,128,length,"14,267.817655","1,119.945959",8.818472,"15,387.769470",7,0.889980836,true
404,1634,0,1634,128,length,"13,882.716053","1,507.074679",11.866730,"15,390.356880",51,0.000000000,true
405,58708,51456,7252,128,length,"14,205.457688","1,237.358767",9.742982,"15,442.821735",5,0.876473394,true
406,64385,53888,10497,128,length,"14,328.745386","1,368.388535",10.774713,"15,698.275465",47,0.836965132,true
407,32602,28160,4442,128,length,"14,953.238587",516.683758,4.068376,"15,469.927209",11,0.863750690,true
408,20959,832,20127,128,length,"15,339.438724",0.000000,0.000000,"15,339.444036",1,0.039696550,true
409,61289,57600,3689,128,length,"14,101.088430","1,440.327770",11.341164,"15,541.893099",55,0.939809754,true
410,299669,0,299669,128,length,"21,835.861970","1,822.910857",14.353629,"23,659.042525",55,0.000000000,true
411,6156,6016,140,128,length,"22,613.856076",584.192944,4.599944,"23,198.054332",10,0.977257960,true
412,58963,58688,275,128,length,"21,380.709180","1,507.995677",11.873982,"22,888.710201",17,0.995336058,true
413,233741,231552,2189,128,length,"21,291.285052","1,408.589975",11.091260,"22,699.880499",19,0.990634934,true
414,75624,54592,21032,128,length,"21,369.740333","1,335.188298",10.513294,"22,704.933815",20,0.721887232,true
415,47081,42432,4649,128,length,"21,032.286720","1,736.762113",13.675292,"22,769.054561",49,0.901255283,true
416,923,0,923,128,length,"21,067.125914","2,413.729161",19.005741,"23,481.830089",71,0.000000000,true
417,59127,58688,439,128,length,"21,474.167703","1,686.453049",13.279158,"23,162.663583",58,0.992575304,true
418,1090,0,1090,128,length,"20,980.052139","2,165.737500",17.053051,"23,146.116873",64,0.000000000,true
419,4999,4288,711,128,length,"21,413.973513","1,968.236760",15.497927,"23,383.339945",66,0.857771554,true
420,43308,30400,12908,128,length,"20,748.552307","1,708.801689",13.455131,"22,458.214002",50,0.701948832,true
421,5371,2816,2555,128,length,"20,866.786274","1,992.951144",15.692529,"22,859.742218",42,0.524297151,true
422,7148,2816,4332,128,length,"21,892.987274",906.763091,7.139867,"22,799.755965",3,0.393956351,true
