id,operation,reference_mode,reference_ms_per_layer,reference_mfu_percent,current_mode,current_ms_per_layer,current_mfu_percent,mfu_delta_points,current_decoder_time_share_percent,current_extra_ms_at_reference_efficiency
2.1.7,Selected sparse MLA scan,E4M3 Q/K/V attention MMA; FP32/SFU work separate,3.194625,30.4748635825349,E4M3 Q/K/V attention MMA; FP32/SFU work separate,3.3341635500000004,29.199455759257987,-1.2754078232769146,27.172626165680775,2.7907709999999994
M3b,Active-expert gate/up projections,CUTLASS grouped FP8 GEMM,4.9072533,33.60876932242319,Routed NVFP4 plus BF16 shared-expert gate/up GEMMs,2.58086065,33.13529192257801,-0.47347739984518,21.033389807217436,0.7271787777777661
A2,Causal candidate scoring,FP8 GEMM,0.1737743,42.51373555698397,E4M3 × E4M3 candidate-score MMA,0.15258480000000002,40.34802634775329,-2.165709209230677,1.2435291990895792,0.1554576666666665
2.1.4,q_b_proj,FP8 GEMM,0.35592619999999997,68.6479155745083,BF16 × BF16 Tensor-Core GEMM,0.5941725,82.24410159795532,13.596186023447018,4.842362103211151,-2.353597999999998
2.1.2,fused_qkv_a_proj_with_mqa,FP8 GEMM,0.22858420000000002,51.3577809653219,BF16 × BF16 Tensor-Core GEMM,0.30262875,77.58401854241102,26.226237577089115,2.466351085488073,-3.090792999999999
2.1.9,o_proj,FP8 GEMM,1.0930203,67.06259269390208,BF16 × BF16 Tensor-Core GEMM,1.9594719999999999,74.81686411958594,7.754271425683868,15.969222666992097,-4.531372000000005
M3d,Active-expert down projections,CUTLASS grouped FP8 GEMM,2.7781641,29.682685800741577,Routed NVFP4 plus BF16 shared-expert down GEMMs,1.1677771,36.61553692448861,6.932851123747032,9.517100798232532,-5.455048666666666
