rank,category,count,total_ms,avg_us,min_us,max_us,devices,short_name,full_name
1,cutlass_fp8_gemm,1062150,4472611.402468,4210.903735,1574.217,6758.262,0;1;2;3;4;5;6;7,fused_moe_kernel,fused_moe_kernel
2,flash_attention,552318,3736874.520074,6765.802527,2390.789,15432.894,0;1;2;3;4;5;6;7,flash_fwd_splitkv_mla_fp8_sparse_kernel,"void sm90::decode::sparse_fp8::flash_fwd_splitkv_mla_fp8_sparse_kernel<sm90::decode::sparse_fp8::KernelTemplate<(ModelType)0, (int)64>, sm90::decode::sparse_fp8::KernelTemplate<(ModelType)0, (int)64>::TmaParams<cute::tuple<int, int, int, int>, cute::TiledCopy<cute::Copy_Atom<cute::Copy_Traits<cute::SM90_TMA_LOAD, cute::C<(int)65536>, cute::AuxTmaParams<cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>, cute::ScaledBasis<cute::C<(int)1>, (int)3>>, const cute::Layout<cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>, cute::ScaledBasis<cute::C<(int)1>, (int)3>>> &, const cute::Swizzle<(int)3, (int)4, (int)3> &>>, cutlass::bfloat16_t>, cute::Layout<cute::tuple<cute::C<(int)1>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)64>>, cute::C<(int)9>>>>, cute::tuple<cute::C<(int)0>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)1>>, cute::C<(int)4096>>>>>, cute::tuple<cute::C<(int)64>, cute::C<(int)576>>>>>(SparseAttnDecodeParams, T2)"
3,nccl_comm,368212,1657701.755884,4502.030775,4.064,935470.278,0;1;2;3;4;5;6;7,ncclDevKernel_SendRecv,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<(unsigned long)4096>)
4,flash_attention,225770,1292245.38752,5723.724975,35.744,13174.554,0;1;2;3;4;5;6,sm90_fp8_mqa_logits,"void deep_gemm::sm90_fp8_mqa_logits<(unsigned int)32, (unsigned int)128, (bool)0, (unsigned int)4, (unsigned int)256, (unsigned int)3, (unsigned int)3, (unsigned int)131, (unsigned int)128, (unsigned int)512, float>(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int *, unsigned int *, T11 *, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
5,cutlass_fp8_gemm,1295721,972151.372438,750.278318,104.224,3449.671,0;1;2;3;4;5;6;7,sm90_fp8_gemm_1d2d_impl,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
6,flash_attention,258308,484847.288039,1877.01228,15.68,3900.845,0;1;2;3;4;5;6;7,topk_transform_prefill_kernel,"<unnamed>::topk_transform_prefill_kernel(<unnamed>::FastTopKParams, int *, const int *, long, const int *, long)"
7,other_kernel,552318,162653.822098,294.493068,124.033,396.386,0;1;2;3;4;5;6;7,concat_mla_absorb_q_kernel,"<unnamed>::concat_mla_absorb_q_kernel(__nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int, long, int, long, int, long, int)"
8,moe_routing,1593225,160056.347436,100.460605,5.184,281.217,0;1;2;3;4;5;6;7,gatherTopK,"void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)"
9,cutlass_fp8_gemm,552342,137902.938451,249.669477,59.68,1008.258,0;1;2;3;4;5;6;7,sm90_fp8_gemm_1d2d_impl,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)112, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)32, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
10,flash_attention,32538,133570.621429,4105.065506,33.952,7365.62,7,sm90_fp8_mqa_logits,"void deep_gemm::sm90_fp8_mqa_logits<(unsigned int)32, (unsigned int)128, (bool)0, (unsigned int)4, (unsigned int)256, (unsigned int)3, (unsigned int)3, (unsigned int)132, (unsigned int)128, (unsigned int)512, float>(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int *, unsigned int *, T11 *, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
11,moe_routing,531075,123224.343842,232.028139,98.624,336.225,0;1;2;3;4;5;6;7,moe_sum_reduce_warp_per_token_vec_kernel,"void moe_sum_reduce_warp_per_token_vec_kernel<(int)8>(const c10::BFloat16 *, c10::BFloat16 *, long, long, long, long, long, long, float)"
12,cutlass_fp8_gemm,494208,122883.218622,248.646761,233.92,379.009,0;1;2;3;4;5;6;7,nvjet_sm90_tst_128x256_64x4_2x1_v_bz_coopA_TNN,nvjet_sm90_tst_128x256_64x4_2x1_v_bz_coopA_TNN
13,elementwise_misc,552318,112482.743091,203.655762,55.488,322.85,0;1;2;3;4;5;6;7,act_and_mul_kernel,"void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)"
14,cutlass_fp8_gemm,494208,112431.986657,227.499326,214.464,356.547,0;1;2;3;4;5;6;7,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_TNT,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_TNT
15,elementwise_misc,301797,109240.241325,361.965962,1.184,685.542,0;1;2;3;4;5;6;7,vectorized_gather_kernel,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
16,quant_rope_norm,1104636,107681.800851,97.481705,38.753,215.488,0;1;2;3;4;5;6;7,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
17,quant_rope_norm,1996842,95465.764534,47.808372,5.696,206.081,0;1;2;3;4;5;6;7,per_token_group_quant_8bit_v2_kernel,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
18,quant_rope_norm,1062150,76408.123182,71.937225,14.112,209.634,0;1;2;3;4;5;6;7,per_token_group_quant_8bit_v2_kernel,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)0, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
19,elementwise_misc,151985,57436.154775,377.906733,1.568,2790.645,0;1;2;3;4;5;6;7,index_elementwise_kernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
20,flash_attention,552318,36273.70878,65.675406,27.968,171.232,0;1;2;3;4;5;6;7,flash_fwd_mla_combine_kernel,"void smxx::decode::flash_fwd_mla_combine_kernel<cutlass::bfloat16_t, (int)512, (int)8, (int)160, (int)256>(CombineParams)"
21,other_kernel,56648,25959.843469,458.265843,200.768,625.956,0;1;2;3;4;5;6;7,get_mla_metadata_kernel,smxx::decode::get_mla_metadata_kernel(GetDecodeSchedMetaParams)
22,quant_rope_norm,701019,25259.702628,36.032836,8.256,148.609,0;1;2;3;4;5;6;7,fused_rope_kernel,"void <unnamed>::fused_rope_kernel<(bool)0, (long)64, (bool)1, __nv_bfloat16, long, (unsigned int)8>(<unnamed>::FusedRopeParams)"
23,other_kernel,297402,24683.759088,82.997959,3.392,243.202,0;1;2;3;4;5;6;7,fast_hadamard_transform_kernel,"void <unnamed>::fast_hadamard_transform_kernel<<unnamed>::FastHadamardKernelTraits<(int)16, (int)7, __nv_bfloat16>>(HadamardParamsBase)"
24,cutlass_fp8_gemm,480150,20004.897963,41.663851,37.984,146.497,0;1;2;3;4;5;6;7,nvjet_sm90_tst_128x128_64x6_2x1_v_bz_TNT,nvjet_sm90_tst_128x128_64x6_2x1_v_bz_TNT
25,quant_rope_norm,552318,14693.474086,26.603287,11.872,127.264,0;1;2;3;4;5;6;7,_quantize_k_cache_fast_kernel,_quantize_k_cache_fast_kernel
26,moe_routing,531075,10998.100973,20.70913,6.848,135.009,0;1;2;3;4;5;6;7,count_and_sort_expert_tokens_kernel,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned long)"
27,other_kernel,1062150,10424.214549,9.814258,5.664,112.865,0;1;2;3;4;5;6;7,bitonicSortKVInPlace,"void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)"
28,cutlass_fp8_gemm,41964,9998.449707,238.262551,215.553,362.529,0;1;2;3;4;5;6;7,nvjet_sm90_tst_128x248_64x4_2x1_v_bz_coopA_TNT,nvjet_sm90_tst_128x248_64x4_2x1_v_bz_coopA_TNT
29,moe_routing,531075,9366.586063,17.637031,8.32,121.632,0;1;2;3;4;5;6;7,moe_align_block_size_kernel,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int, unsigned long, int *, bool, int, int)"
30,quant_rope_norm,552318,8867.003187,16.054163,7.136,118.817,0;1;2;3;4;5;6;7,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o2048i64div81_tensorptrbf16gmemalign16o20481_tensorptrbf16gmemalign16o2048i64div81___Tru_0,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o2048i64div81_tensorptrbf16gmemalign16o20481_tensorptrbf16gmemalign16o2048i64div81___Tru_0
31,cutlass_fp8_gemm,26754,6709.29863,250.777403,235.521,375.011,0;1;2;3;4;5;6;7,nvjet_sm90_tst_128x240_64x4_2x1_v_bz_coopA_TNT,nvjet_sm90_tst_128x240_64x4_2x1_v_bz_coopA_TNT
32,cutlass_fp8_gemm,27300,6052.422932,221.700474,208.065,310.945,0;1;2;3;4;5;6;7,nvjet_sm90_tst_256x160_64x4_2x1_v_bz_coopA_TNT,nvjet_sm90_tst_256x160_64x4_2x1_v_bz_coopA_TNT
33,other_kernel,56648,5236.545288,92.440074,6.048,378.818,0;1;2;3;4;5;6;7,write_req_to_token_pool_triton,write_req_to_token_pool_triton
34,elementwise_misc,531075,5005.724783,9.425646,3.168,114.528,0;1;2;3;4;5;6;7,triton_poi_fused__to_copy_arange_bitwise_not_eq_expand_masked_fill_scalar_tensor_unsqueeze_view_where_2,triton_poi_fused__to_copy_arange_bitwise_not_eq_expand_masked_fill_scalar_tensor_unsqueeze_view_where_2
35,cutlass_fp8_gemm,148680,4750.640323,31.952114,30.816,132.929,0;1;2;3;4;5;6;7,nvjet_sm90_tss_32x64_64x16_1x2_h_bz_TNN,nvjet_sm90_tss_32x64_64x16_1x2_h_bz_TNN
36,other_kernel,531075,4607.897861,8.676548,3.328,112.065,0;1;2;3;4;5;6;7,triton_poi_fused_add_sigmoid_unsqueeze_0,triton_poi_fused_add_sigmoid_unsqueeze_0
37,quant_rope_norm,148701,3839.360057,25.819329,10.624,116.832,0;1;2;3;4;5;6;7,_act_quant_kernel,_act_quant_kernel
38,quant_rope_norm,552318,3449.310542,6.245153,3.04,106.945,0;1;2;3;4;5;6;7,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o512i64div81_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign16o512i64div81___True_4_0,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o512i64div81_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign16o512i64div81___True_4_0
39,cutlass_fp8_gemm,7081,3221.938644,455.011812,445.827,487.428,7,nvjet_sm90_tst_256x8_64x6_2x1_v_bz_TNT,nvjet_sm90_tst_256x8_64x6_2x1_v_bz_TNT
40,other_kernel,453248,2936.258055,6.478259,2.752,86.433,0;1;2;3;4;5;6;7,DeviceRadixSortOnesweepKernel,"void at_cuda_detail::cub::detail::radix_sort::DeviceRadixSortOnesweepKernel<at_cuda_detail::cub::detail::radix::policy_hub<long, at_cuda_detail::cub::NullType, unsigned long long>::Policy1000, (at_cuda_detail::cub::SortOrder)0, long, at_cuda_detail::cub::NullType, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t>(T7 *, T7 *, T5 *, const T5 *, T3 *, const T3 *, T4 *, const T4 *, T6, int, int, T8)"
