pp_rank,launch_offset_ns_from_request_start,launch_offset_ms_from_request_start,duration_ns,duration_us,category,stream_id,correlation_id,kernel_name
3,1759968724,1759.968724,396384,396.384,gemm_moe,124,5142,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1760365812,1760.365812,30144,30.144,norm_rope_quant,124,5155,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o2048i64div81_tensorptrbf16gmemalign16o20481_tensorptrbf16gmemalign16o2048i64div81___Tru_0
3,1760396340,1760.39634,10528,10.528,norm_rope_quant,124,5165,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o512i64div81_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign16o512i64div81___True_4_0
3,1760407348,1760.407348,28256,28.256,gemm_moe,124,5183,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1760438132,1760.438132,808832,808.832,gemm_moe,124,5202,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1761247412,1761.247412,27776,27.776,gemm_moe,124,5220,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1761276692,1761.276692,207873,207.873,gemm_moe,124,5239,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1761484917,1761.484917,75872,75.872,gemm_moe,124,5257,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1761562197,1761.562197,32064,32.064,gemm_moe,124,5276,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)5, (unsigned int)128, (unsigned int)256, (unsigned int)1, (bool)0, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1761595669,1761.595669,11520,11.52,norm_rope_quant,124,5286,kernel_cutlass_kernel_flashinfernormkernelslayernormLayerNormKernel_object_at__tensorptrbf16gmemalign16o128div41_tensorptrbf16gmemalign16o128div41_tensorptrf32gmemalign16o1281_tensorptrf3_0
3,1761607765,1761.607765,38752,38.752,norm_rope_quant,124,5287,"void <unnamed>::fused_rope_kernel<(bool)0, (long)64, (bool)1, __nv_bfloat16, long, (unsigned int)8>(<unnamed>::FusedRopeParams)"
3,1761649301,1761.649301,316576,316.576,other,124,5301,"void <unnamed>::fast_hadamard_transform_kernel<<unnamed>::FastHadamardKernelTraits<(int)16, (int)7, __nv_bfloat16>>(HadamardParamsBase)"
3,1761968277,1761.968277,11424,11.424,other,124,5310,"void <unnamed>::fast_hadamard_transform_kernel<<unnamed>::FastHadamardKernelTraits<(int)16, (int)7, __nv_bfloat16>>(HadamardParamsBase)"
3,1761980949,1761.980949,47776,47.776,norm_rope_quant,124,5331,_act_quant_kernel
3,1762029109,1762.029109,6688,6.688,memory_elementwise,124,5332,"void <unnamed>::fused_store_indexer_cache<__nv_bfloat16, long, (unsigned int)6, (bool)1>(<unnamed>::FusedStoreCacheParam)"
3,1762037525,1762.037525,54368,54.368,gemm_moe,124,5349,nvjet_sm90_tss_32x128_64x10_1x2_h_bz_TNN
3,1762093397,1762.093397,2656,2.656,other,124,5355,triton_poi_fused_mul_unsqueeze_0
3,1762097237,1762.097237,29152,29.152,memory_elementwise,124,5367,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3,1762128181,1762.128181,4320,4.32,other,124,5392,_get_k_and_s_triton_kernel
3,1762134741,1762.134741,1245600,1245.6,attention,124,5424,"void deep_gemm::sm90_fp8_mqa_logits<(unsigned int)32, (unsigned int)128, (bool)0, (unsigned int)4, (unsigned int)256, (unsigned int)3, (unsigned int)3, (unsigned int)131, (unsigned int)128, (unsigned int)512, float>(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int *, unsigned int *, T11 *, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1763382773,1763.382773,975264,975.264,moe_routing,124,5434,"<unnamed>::topk_transform_prefill_kernel(<unnamed>::FastTopKParams, int *, const int *, long, const int *, long)"
3,1764424917,1764.424917,450304,450.304,gemm_moe,124,5461,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_TNT
3,1764875701,1764.875701,80000,80.0,norm_rope_quant,124,5464,"void <unnamed>::fused_rope_kernel<(bool)0, (long)64, (bool)1, __nv_bfloat16, long, (unsigned int)8>(<unnamed>::FusedRopeParams)"
3,1764957109,1764.957109,5184,5.184,memory_elementwise,124,5476,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3,1764963445,1764.963445,50976,50.976,norm_rope_quant,124,5510,_quantize_k_cache_fast_kernel
3,1765014677,1765.014677,5920,5.92,attention,124,5511,"void <unnamed>::set_mla_kv_buffer_kernel<(long)528, (long)128, (int)8, (bool)1, long>(<unnamed>::SetMlaKVBufferParams)"
3,1765022837,1765.022837,587745,587.745,attention,124,5519,"<unnamed>::concat_mla_absorb_q_kernel(__nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int, long, int, long, int, long, int)"
3,1765613366,1765.613366,13069123,13069.123,attention,124,5566,"void sm90::decode::sparse_fp8::flash_fwd_splitkv_mla_fp8_sparse_kernel<sm90::decode::sparse_fp8::KernelTemplate<(ModelType)0, (int)64>, sm90::decode::sparse_fp8::KernelTemplate<(ModelType)0, (int)64>::TmaParams<cute::tuple<int, int, int, int>, cute::TiledCopy<cute::Copy_Atom<cute::Copy_Traits<cute::SM90_TMA_LOAD, cute::C<(int)65536>, cute::AuxTmaParams<cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>, cute::ScaledBasis<cute::C<(int)1>, (int)3>>, const cute::Layout<cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>, cute::ScaledBasis<cute::C<(int)1>, (int)3>>> &, const cute::Swizzle<(int)3, (int)4, (int)3> &>>, cutlass::bfloat16_t>, cute::Layout<cute::tuple<cute::C<(int)1>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)64>>, cute::C<(int)9>>>>, cute::tuple<cute::C<(int)0>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)1>>, cute::C<(int)4096>>>>>, cute::tuple<cute::C<(int)64>, cute::C<(int)576>>>>>(SparseAttnDecodeParams, T2)"
3,1778679097,1778.679097,126496,126.496,attention,124,5570,"void smxx::decode::flash_fwd_mla_combine_kernel<cutlass::bfloat16_t, (int)512, (int)8, (int)160, (int)256>(CombineParams)"
3,1778810105,1778.810105,486400,486.4,gemm_moe,124,5591,nvjet_sm90_tst_128x256_64x4_2x1_v_bz_coopA_TNN
3,1779297081,1779.297081,192800,192.8,gemm_moe,124,5611,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1779491353,1779.491353,2261921,2261.921,gemm_moe,124,5630,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1781753690,1781.75369,194816,194.816,norm_rope_quant,124,5633,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
3,1781950138,1781.950138,74752,74.752,gemm_moe,124,5647,nvjet_sm90_tst_128x256_64x4_2x1_v_bz_coopA_TNN
3,1782027354,1782.027354,11296,11.296,other,124,5660,triton_poi_fused_add_sigmoid_unsqueeze_0
3,1782040890,1782.04089,243712,243.712,moe_routing,124,5673,"void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)"
3,1782285818,1782.285818,15968,15.968,other,124,5691,"void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)"
3,1782302970,1782.30297,2208,2.208,other,124,5702,triton_poi_fused_sum_1
3,1782306266,1782.306266,13792,13.792,moe_routing,124,5715,"void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)"
3,1782321274,1782.321274,11072,11.072,memory_elementwise,124,5722,triton_poi_fused__to_copy_arange_bitwise_not_eq_expand_masked_fill_scalar_tensor_unsqueeze_view_where_2
3,1782333434,1782.333434,270464,270.464,moe_routing,124,5735,"void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)"
3,1782605146,1782.605146,15648,15.648,other,124,5753,"void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)"
3,1782622202,1782.622202,7104,7.104,memory_elementwise,124,5770,triton_red_fused_copy_gather_select_sigmoid_slice_sum_3
3,1782631482,1782.631482,1568,1.568,memory_elementwise,124,5789,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned long, (int)2, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned long, ulonglong2, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned long) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned long) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
3,1782634362,1782.634362,4128,4.128,memory_elementwise,124,5809,triton_poi_fused__to_copy_copy_div_gather_randint_select_sigmoid_4
3,1782639674,1782.639674,31392,31.392,moe_routing,124,5841,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int, unsigned long, int *, bool, int, int)"
3,1782672186,1782.672186,33728,33.728,moe_routing,124,5843,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned long)"
3,1782706106,1782.706106,72256,72.256,gemm_moe,124,5865,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)0, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1782779738,1782.779738,9353122,9353.122,gemm_moe,124,5877,fused_moe_kernel
3,1792133244,1792.133244,411264,411.264,memory_elementwise,124,5885,"void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)"
3,1792542140,1792.54214,212800,212.8,gemm_moe,124,5907,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)0, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1792757692,1792.757692,5575266,5575.266,gemm_moe,124,5919,fused_moe_kernel
3,1798334590,1798.33459,457632,457.632,moe_routing,124,5923,"void moe_sum_reduce_warp_per_token_vec_kernel<(int)8>(const c10::BFloat16 *, c10::BFloat16 *, long, long, long, long, long, long, float)"
3,1798794238,1798.794238,194336,194.336,norm_rope_quant,124,5930,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
3,1798988734,1798.988734,76832,76.832,gemm_moe,124,5948,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1799067134,1799.067134,397088,397.088,gemm_moe,124,5967,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1799464926,1799.464926,31424,31.424,norm_rope_quant,124,5980,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o2048i64div81_tensorptrbf16gmemalign16o20481_tensorptrbf16gmemalign16o2048i64div81___Tru_0
3,1799496766,1799.496766,10528,10.528,norm_rope_quant,124,5990,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o512i64div81_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign16o512i64div81___True_4_0
3,1799507742,1799.507742,28096,28.096,gemm_moe,124,6008,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1799538622,1799.538622,806496,806.496,gemm_moe,124,6027,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1800349502,1800.349502,436512,436.512,gemm_moe,124,6045,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_TNT
3,1800786430,1800.78643,80096,80.096,norm_rope_quant,124,6048,"void <unnamed>::fused_rope_kernel<(bool)0, (long)64, (bool)1, __nv_bfloat16, long, (unsigned int)8>(<unnamed>::FusedRopeParams)"
3,1800868062,1800.868062,5056,5.056,memory_elementwise,124,6060,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3,1800874174,1800.874174,51776,51.776,norm_rope_quant,124,6094,_quantize_k_cache_fast_kernel
3,1800926174,1800.926174,5632,5.632,attention,124,6095,"void <unnamed>::set_mla_kv_buffer_kernel<(long)528, (long)128, (int)8, (bool)1, long>(<unnamed>::SetMlaKVBufferParams)"
3,1800933310,1800.93331,587840,587.84,attention,124,6103,"<unnamed>::concat_mla_absorb_q_kernel(__nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int, long, int, long, int, long, int)"
3,1801523774,1801.523774,13079236,13079.236,attention,124,6150,"void sm90::decode::sparse_fp8::flash_fwd_splitkv_mla_fp8_sparse_kernel<sm90::decode::sparse_fp8::KernelTemplate<(ModelType)0, (int)64>, sm90::decode::sparse_fp8::KernelTemplate<(ModelType)0, (int)64>::TmaParams<cute::tuple<int, int, int, int>, cute::TiledCopy<cute::Copy_Atom<cute::Copy_Traits<cute::SM90_TMA_LOAD, cute::C<(int)65536>, cute::AuxTmaParams<cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>, cute::ScaledBasis<cute::C<(int)1>, (int)3>>, const cute::Layout<cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>, cute::ScaledBasis<cute::C<(int)1>, (int)3>>> &, const cute::Swizzle<(int)3, (int)4, (int)3> &>>, cutlass::bfloat16_t>, cute::Layout<cute::tuple<cute::C<(int)1>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)64>>, cute::C<(int)9>>>>, cute::tuple<cute::C<(int)0>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)1>>, cute::C<(int)4096>>>>>, cute::tuple<cute::C<(int)64>, cute::C<(int)576>>>>>(SparseAttnDecodeParams, T2)"
3,1814599874,1814.599874,126784,126.784,attention,124,6154,"void smxx::decode::flash_fwd_mla_combine_kernel<cutlass::bfloat16_t, (int)512, (int)8, (int)160, (int)256>(CombineParams)"
3,1814731298,1814.731298,485760,485.76,gemm_moe,124,6175,nvjet_sm90_tst_128x256_64x4_2x1_v_bz_coopA_TNN
3,1815218466,1815.218466,192448,192.448,gemm_moe,124,6195,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1815412514,1815.412514,2272608,2272.608,gemm_moe,124,6214,"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)1, (unsigned int)256, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)2, (bool)1, (unsigned int)132, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float *, int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
3,1817685506,1817.685506,195072,195.072,norm_rope_quant,124,6217,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
3,1817882114,1817.882114,77088,77.088,gemm_moe,124,6231,nvjet_sm90_tst_128x256_64x4_2x1_v_bz_coopA_TNN
3,1817960994,1817.960994,11296,11.296,other,124,6244,triton_poi_fused_add_sigmoid_unsqueeze_0
3,1817974466,1817.974466,257409,257.409,moe_routing,124,6257,"void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)"
3,1818233987,1818.233987,16416,16.416,other,124,6275,"void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)"
3,1818251619,1818.251619,2272,2.272,other,124,6286,triton_poi_fused_sum_1
3,1818255043,1818.255043,14656,14.656,moe_routing,124,6299,"void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)"
3,1818270819,1818.270819,11200,11.2,memory_elementwise,124,6306,triton_poi_fused__to_copy_arange_bitwise_not_eq_expand_masked_fill_scalar_tensor_unsqueeze_view_where_2
3,1818283075,1818.283075,290560,290.56,moe_routing,124,6319,"void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)"
3,1818574787,1818.574787,16768,16.768,other,124,6337,"void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)"
3,1818592931,1818.592931,7104,7.104,memory_elementwise,124,6354,triton_red_fused_copy_gather_select_sigmoid_slice_sum_3
3,1818601283,1818.601283,1696,1.696,memory_elementwise,124,6373,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned long, (int)2, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned long, ulonglong2, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned long) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned long) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
3,1818604355,1818.604355,4512,4.512,memory_elementwise,124,6393,triton_poi_fused__to_copy_copy_div_gather_randint_select_sigmoid_4
3,1818610211,1818.610211,32576,32.576,moe_routing,124,6425,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int, unsigned long, int *, bool, int, int)"
3,1818643971,1818.643971,33504,33.504,moe_routing,124,6427,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned long)"
3,1818677699,1818.677699,72992,72.992,gemm_moe,124,6449,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)0, (bool)0, (bool)0, (bool)1, float>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
3,1818752355,1818.752355,9444930,9444.93,gemm_moe,124,6461,fused_moe_kernel
