family_id,family_title,category,batch,evidence_kind,time_basis,kernel_active_union_us,eager_operator_interval_us,kernel_summed_residency_us,non_kernel_interval_us,p10_us,p90_us,modeled_flop,useful_bytes_min
shared_expert_gate_up_projection,Shared Expert Gate Up Projection,Moe,10,exact,kernel_active_union,10.496,248.30400198698044,10.496,238.04800198698044,10.08,10.9152,62914560.0,3279616.0
shared_expert_gate_up_projection,Shared Expert Gate Up Projection,Moe,20,exact,kernel_active_union,10.368,246.17600440979004,10.368,235.58400440979005,9.92,10.7584,125829120.0,3412736.0
shared_expert_gate_up_projection,Shared Expert Gate Up Projection,Moe,100,exact,kernel_active_union,10.432,254.70399856567383,10.432,244.1279985656738,10.1696,10.7872,629145600.0,4477696.0
shared_expert_gate_up_projection,Shared Expert Gate Up Projection,Moe,200,exact,kernel_active_union,10.72,248.1600046157837,10.72,237.16800461578367,10.592,11.104,1258291200.0,5808896.0
shared_expert_gate_up_projection,Shared Expert Gate Up Projection,Moe,500,exact,kernel_active_union,12.16,253.91998887062073,12.16,241.83998887062074,11.936,12.4192,3145728000.0,9802496.0
shared_expert_silu_and_mul,Shared Expert SiLU And Mul,Moe,1,exact,kernel_active_union,2.368,52.032001316547394,2.368,49.42400006306171,2.336,2.6912000000000003,,1536.0
shared_expert_silu_and_mul,Shared Expert SiLU And Mul,Moe,10,exact,kernel_active_union,2.528,50.68800039589405,2.528,48.25600076138973,2.3007999999999997,2.688,,15360.0
shared_expert_silu_and_mul,Shared Expert SiLU And Mul,Moe,20,exact,kernel_active_union,2.688,52.22399905323982,2.688,49.679998809576034,2.336,2.72,,30720.0
shared_expert_silu_and_mul,Shared Expert SiLU And Mul,Moe,100,exact,kernel_active_union,2.4,51.2159988284111,2.4,48.720000934720034,2.336,2.72,,153600.0
shared_expert_silu_and_mul,Shared Expert SiLU And Mul,Moe,200,exact,kernel_active_union,2.656,51.93600058555603,2.656,49.34400034189224,2.336,2.72,,307200.0
shared_expert_silu_and_mul,Shared Expert SiLU And Mul,Moe,500,exact,kernel_active_union,2.56,50.783999264240265,2.56,48.079999264240264,2.368,2.72,,768000.0
shared_expert_down_projection,Shared Expert Down Projection,Moe,1,exact,kernel_active_union,6.528,244.55999583005905,6.528,237.99999583005905,5.824,6.563199999999999,3145728.0,1586048.0
shared_expert_down_projection,Shared Expert Down Projection,Moe,10,exact,kernel_active_union,6.192,262.11199164390564,6.192,255.91999164390563,5.792,6.56,31457280.0,1701248.0
shared_expert_down_projection,Shared Expert Down Projection,Moe,20,exact,kernel_active_union,6.048,246.12800031900406,6.048,239.8239996395111,5.9488,6.72,62914560.0,1829248.0
shared_expert_down_projection,Shared Expert Down Projection,Moe,100,exact,kernel_active_union,6.800000000000001,244.52799558639526,6.800000000000001,237.391996509552,6.396800000000001,7.168,314572800.0,2853248.0
shared_expert_down_projection,Shared Expert Down Projection,Moe,200,exact,kernel_active_union,7.36,248.4320029616356,7.36,241.02400296163557,6.6528,7.424,629145600.0,4133248.0
shared_expert_down_projection,Shared Expert Down Projection,Moe,500,exact,kernel_active_union,8.288,250.5439966917038,8.288,241.90400102615357,7.8688,8.736,1572864000.0,7973248.0
lm_head_vocab_shard,LM Head Vocab Shard,Output,1,exact,kernel_active_union,37.76,89.29600194096565,37.76,51.616000844478606,37.4368,38.32,237895680.0,237946688.0
lm_head_vocab_shard,LM Head Vocab Shard,Output,10,exact,kernel_active_union,37.024,90.04800021648407,37.024,52.92800143480301,36.7008,37.4944,2378956800.0,238405760.0
lm_head_vocab_shard,LM Head Vocab Shard,Output,20,exact,kernel_active_union,38.08,89.79199826717377,38.08,51.64800028681755,37.5968,38.784,4757913600.0,238915840.0
lm_head_vocab_shard,LM Head Vocab Shard,Output,100,exact,kernel_active_union,43.408,96.22400254011154,43.408,52.671999372482304,42.8448,43.9808,23789568000.0,242996480.0
lm_head_vocab_shard,LM Head Vocab Shard,Output,200,exact,kernel_active_union,46.576,98.78399968147278,46.576,52.46400199627876,46.0,46.96,47579136000.0,248097280.0
lm_head_vocab_shard,LM Head Vocab Shard,Output,500,exact,kernel_active_union,62.592,111.26399785280228,62.592,48.399997313976286,61.3792,63.824,118947840000.0,263399680.0
