elapsed_seconds,sampled_at_utc,dp_rank,running_requests,scrape_group
247.184461248,2026-08-24T07:42:46.199Z,7,3,decode-pod-2
248.124461248,2026-08-24T07:42:47.139Z,0,8,decode-pod-1
248.124461248,2026-08-24T07:42:47.139Z,1,4,decode-pod-1
248.124461248,2026-08-24T07:42:47.139Z,2,6,decode-pod-1
248.124461248,2026-08-24T07:42:47.139Z,3,7,decode-pod-1
252.184461248,2026-08-24T07:42:51.199Z,4,5,decode-pod-2
252.184461248,2026-08-24T07:42:51.199Z,5,5,decode-pod-2
252.184461248,2026-08-24T07:42:51.199Z,6,4,decode-pod-2
252.184461248,2026-08-24T07:42:51.199Z,7,2,decode-pod-2
253.124461248,2026-08-24T07:42:52.139Z,0,8,decode-pod-1
253.124461248,2026-08-24T07:42:52.139Z,1,4,decode-pod-1
253.124461248,2026-08-24T07:42:52.139Z,2,4,decode-pod-1
253.124461248,2026-08-24T07:42:52.139Z,3,6,decode-pod-1
257.184461248,2026-08-24T07:42:56.199Z,4,4,decode-pod-2
257.184461248,2026-08-24T07:42:56.199Z,5,5,decode-pod-2
257.184461248,2026-08-24T07:42:56.199Z,6,4,decode-pod-2
257.184461248,2026-08-24T07:42:56.199Z,7,2,decode-pod-2
258.124461248,2026-08-24T07:42:57.139Z,0,8,decode-pod-1
258.124461248,2026-08-24T07:42:57.139Z,1,3,decode-pod-1
258.124461248,2026-08-24T07:42:57.139Z,2,4,decode-pod-1
258.124461248,2026-08-24T07:42:57.139Z,3,5,decode-pod-1
262.184461248,2026-08-24T07:43:01.199Z,4,4,decode-pod-2
262.184461248,2026-08-24T07:43:01.199Z,5,4,decode-pod-2
262.184461248,2026-08-24T07:43:01.199Z,6,4,decode-pod-2
262.184461248,2026-08-24T07:43:01.199Z,7,2,decode-pod-2
263.124461248,2026-08-24T07:43:02.139Z,0,7,decode-pod-1
263.124461248,2026-08-24T07:43:02.139Z,1,3,decode-pod-1
263.124461248,2026-08-24T07:43:02.139Z,2,3,decode-pod-1
263.124461248,2026-08-24T07:43:02.139Z,3,3,decode-pod-1
267.184461248,2026-08-24T07:43:06.199Z,4,4,decode-pod-2
267.184461248,2026-08-24T07:43:06.199Z,5,4,decode-pod-2
267.184461248,2026-08-24T07:43:06.199Z,6,4,decode-pod-2
267.184461248,2026-08-24T07:43:06.199Z,7,1,decode-pod-2
268.124461248,2026-08-24T07:43:07.139Z,0,6,decode-pod-1
268.124461248,2026-08-24T07:43:07.139Z,1,2,decode-pod-1
268.124461248,2026-08-24T07:43:07.139Z,2,3,decode-pod-1
268.124461248,2026-08-24T07:43:07.139Z,3,3,decode-pod-1
272.184461248,2026-08-24T07:43:11.199Z,4,4,decode-pod-2
272.184461248,2026-08-24T07:43:11.199Z,5,4,decode-pod-2
272.184461248,2026-08-24T07:43:11.199Z,6,4,decode-pod-2
272.184461248,2026-08-24T07:43:11.199Z,7,1,decode-pod-2
273.124461248,2026-08-24T07:43:12.139Z,0,5,decode-pod-1
273.124461248,2026-08-24T07:43:12.139Z,1,2,decode-pod-1
273.124461248,2026-08-24T07:43:12.139Z,2,2,decode-pod-1
273.124461248,2026-08-24T07:43:12.139Z,3,2,decode-pod-1
277.184461248,2026-08-24T07:43:16.199Z,4,4,decode-pod-2
277.184461248,2026-08-24T07:43:16.199Z,5,4,decode-pod-2
277.184461248,2026-08-24T07:43:16.199Z,6,3,decode-pod-2
277.184461248,2026-08-24T07:43:16.199Z,7,1,decode-pod-2
278.124461248,2026-08-24T07:43:17.139Z,0,4,decode-pod-1
278.124461248,2026-08-24T07:43:17.139Z,1,2,decode-pod-1
278.124461248,2026-08-24T07:43:17.139Z,2,2,decode-pod-1
278.124461248,2026-08-24T07:43:17.139Z,3,2,decode-pod-1
282.184461248,2026-08-24T07:43:21.199Z,4,4,decode-pod-2
282.184461248,2026-08-24T07:43:21.199Z,5,3,decode-pod-2
282.184461248,2026-08-24T07:43:21.199Z,6,2,decode-pod-2
282.184461248,2026-08-24T07:43:21.199Z,7,1,decode-pod-2
283.124461248,2026-08-24T07:43:22.139Z,0,4,decode-pod-1
283.124461248,2026-08-24T07:43:22.139Z,1,2,decode-pod-1
283.124461248,2026-08-24T07:43:22.139Z,2,1,decode-pod-1
283.124461248,2026-08-24T07:43:22.139Z,3,1,decode-pod-1
287.184461248,2026-08-24T07:43:26.199Z,4,3,decode-pod-2
287.184461248,2026-08-24T07:43:26.199Z,5,3,decode-pod-2
287.184461248,2026-08-24T07:43:26.199Z,6,2,decode-pod-2
287.184461248,2026-08-24T07:43:26.199Z,7,1,decode-pod-2
288.124461248,2026-08-24T07:43:27.139Z,0,4,decode-pod-1
288.124461248,2026-08-24T07:43:27.139Z,1,2,decode-pod-1
288.124461248,2026-08-24T07:43:27.139Z,2,1,decode-pod-1
288.124461248,2026-08-24T07:43:27.139Z,3,1,decode-pod-1
292.184461248,2026-08-24T07:43:31.199Z,4,3,decode-pod-2
292.184461248,2026-08-24T07:43:31.199Z,5,2,decode-pod-2
292.184461248,2026-08-24T07:43:31.199Z,6,2,decode-pod-2
292.184461248,2026-08-24T07:43:31.199Z,7,1,decode-pod-2
293.124461248,2026-08-24T07:43:32.139Z,0,3,decode-pod-1
293.124461248,2026-08-24T07:43:32.139Z,1,2,decode-pod-1
293.124461248,2026-08-24T07:43:32.139Z,2,1,decode-pod-1
293.124461248,2026-08-24T07:43:32.139Z,3,1,decode-pod-1
297.184461248,2026-08-24T07:43:36.199Z,4,3,decode-pod-2
297.184461248,2026-08-24T07:43:36.199Z,5,2,decode-pod-2
297.184461248,2026-08-24T07:43:36.199Z,6,2,decode-pod-2
297.184461248,2026-08-24T07:43:36.199Z,7,1,decode-pod-2
298.124461248,2026-08-24T07:43:37.139Z,0,3,decode-pod-1
298.124461248,2026-08-24T07:43:37.139Z,1,2,decode-pod-1
298.124461248,2026-08-24T07:43:37.139Z,2,1,decode-pod-1
298.124461248,2026-08-24T07:43:37.139Z,3,1,decode-pod-1
302.184461248,2026-08-24T07:43:41.199Z,4,3,decode-pod-2
302.184461248,2026-08-24T07:43:41.199Z,5,2,decode-pod-2
302.184461248,2026-08-24T07:43:41.199Z,6,1,decode-pod-2
302.184461248,2026-08-24T07:43:41.199Z,7,1,decode-pod-2
303.124461248,2026-08-24T07:43:42.139Z,0,3,decode-pod-1
303.124461248,2026-08-24T07:43:42.139Z,1,2,decode-pod-1
303.124461248,2026-08-24T07:43:42.139Z,2,1,decode-pod-1
303.124461248,2026-08-24T07:43:42.139Z,3,1,decode-pod-1
307.184461248,2026-08-24T07:43:46.199Z,4,3,decode-pod-2
307.184461248,2026-08-24T07:43:46.199Z,5,2,decode-pod-2
307.184461248,2026-08-24T07:43:46.199Z,6,1,decode-pod-2
307.184461248,2026-08-24T07:43:46.199Z,7,1,decode-pod-2
308.124461248,2026-08-24T07:43:47.139Z,0,3,decode-pod-1
308.124461248,2026-08-24T07:43:47.139Z,1,2,decode-pod-1
308.124461248,2026-08-24T07:43:47.139Z,2,1,decode-pod-1
308.124461248,2026-08-24T07:43:47.139Z,3,1,decode-pod-1
312.184461248,2026-08-24T07:43:51.199Z,4,3,decode-pod-2
312.184461248,2026-08-24T07:43:51.199Z,5,2,decode-pod-2
312.184461248,2026-08-24T07:43:51.199Z,6,1,decode-pod-2
312.184461248,2026-08-24T07:43:51.199Z,7,1,decode-pod-2
313.124461248,2026-08-24T07:43:52.139Z,0,3,decode-pod-1
313.124461248,2026-08-24T07:43:52.139Z,1,2,decode-pod-1
313.124461248,2026-08-24T07:43:52.139Z,2,1,decode-pod-1
313.124461248,2026-08-24T07:43:52.139Z,3,1,decode-pod-1
317.184461248,2026-08-24T07:43:56.199Z,4,2,decode-pod-2
317.184461248,2026-08-24T07:43:56.199Z,5,2,decode-pod-2
317.184461248,2026-08-24T07:43:56.199Z,6,1,decode-pod-2
317.184461248,2026-08-24T07:43:56.199Z,7,1,decode-pod-2
318.124461248,2026-08-24T07:43:57.139Z,0,3,decode-pod-1
318.124461248,2026-08-24T07:43:57.139Z,1,2,decode-pod-1
318.124461248,2026-08-24T07:43:57.139Z,2,1,decode-pod-1
318.124461248,2026-08-24T07:43:57.139Z,3,1,decode-pod-1
322.184461248,2026-08-24T07:44:01.199Z,4,2,decode-pod-2
322.184461248,2026-08-24T07:44:01.199Z,5,2,decode-pod-2
322.184461248,2026-08-24T07:44:01.199Z,6,1,decode-pod-2
322.184461248,2026-08-24T07:44:01.199Z,7,1,decode-pod-2
323.124461248,2026-08-24T07:44:02.139Z,0,3,decode-pod-1
323.124461248,2026-08-24T07:44:02.139Z,1,2,decode-pod-1
323.124461248,2026-08-24T07:44:02.139Z,2,1,decode-pod-1
323.124461248,2026-08-24T07:44:02.139Z,3,1,decode-pod-1
327.184461248,2026-08-24T07:44:06.199Z,4,2,decode-pod-2
327.184461248,2026-08-24T07:44:06.199Z,5,2,decode-pod-2
327.184461248,2026-08-24T07:44:06.199Z,6,1,decode-pod-2
327.184461248,2026-08-24T07:44:06.199Z,7,1,decode-pod-2
328.124461248,2026-08-24T07:44:07.139Z,0,3,decode-pod-1
328.124461248,2026-08-24T07:44:07.139Z,1,2,decode-pod-1
328.124461248,2026-08-24T07:44:07.139Z,2,1,decode-pod-1
328.124461248,2026-08-24T07:44:07.139Z,3,1,decode-pod-1
332.184461248,2026-08-24T07:44:11.199Z,4,2,decode-pod-2
332.184461248,2026-08-24T07:44:11.199Z,5,1,decode-pod-2
332.184461248,2026-08-24T07:44:11.199Z,6,1,decode-pod-2
332.184461248,2026-08-24T07:44:11.199Z,7,1,decode-pod-2
333.124461248,2026-08-24T07:44:12.139Z,0,3,decode-pod-1
333.124461248,2026-08-24T07:44:12.139Z,1,2,decode-pod-1
333.124461248,2026-08-24T07:44:12.139Z,2,1,decode-pod-1
333.124461248,2026-08-24T07:44:12.139Z,3,1,decode-pod-1
337.184461248,2026-08-24T07:44:16.199Z,4,2,decode-pod-2
337.184461248,2026-08-24T07:44:16.199Z,5,1,decode-pod-2
337.184461248,2026-08-24T07:44:16.199Z,6,1,decode-pod-2
337.184461248,2026-08-24T07:44:16.199Z,7,1,decode-pod-2
338.124461248,2026-08-24T07:44:17.139Z,0,3,decode-pod-1
338.124461248,2026-08-24T07:44:17.139Z,1,2,decode-pod-1
338.124461248,2026-08-24T07:44:17.139Z,2,1,decode-pod-1
338.124461248,2026-08-24T07:44:17.139Z,3,1,decode-pod-1
342.184461248,2026-08-24T07:44:21.199Z,4,2,decode-pod-2
342.184461248,2026-08-24T07:44:21.199Z,5,1,decode-pod-2
342.184461248,2026-08-24T07:44:21.199Z,6,1,decode-pod-2
342.184461248,2026-08-24T07:44:21.199Z,7,1,decode-pod-2
343.124461248,2026-08-24T07:44:22.139Z,0,3,decode-pod-1
343.124461248,2026-08-24T07:44:22.139Z,1,2,decode-pod-1
343.124461248,2026-08-24T07:44:22.139Z,2,1,decode-pod-1
343.124461248,2026-08-24T07:44:22.139Z,3,1,decode-pod-1
347.184461248,2026-08-24T07:44:26.199Z,4,2,decode-pod-2
347.184461248,2026-08-24T07:44:26.199Z,5,1,decode-pod-2
347.184461248,2026-08-24T07:44:26.199Z,6,1,decode-pod-2
347.184461248,2026-08-24T07:44:26.199Z,7,1,decode-pod-2
348.124461248,2026-08-24T07:44:27.139Z,0,2,decode-pod-1
348.124461248,2026-08-24T07:44:27.139Z,1,2,decode-pod-1
348.124461248,2026-08-24T07:44:27.139Z,2,1,decode-pod-1
348.124461248,2026-08-24T07:44:27.139Z,3,1,decode-pod-1
352.184461248,2026-08-24T07:44:31.199Z,4,2,decode-pod-2
352.184461248,2026-08-24T07:44:31.199Z,5,1,decode-pod-2
352.184461248,2026-08-24T07:44:31.199Z,6,1,decode-pod-2
352.184461248,2026-08-24T07:44:31.199Z,7,1,decode-pod-2
353.124461248,2026-08-24T07:44:32.139Z,0,2,decode-pod-1
353.124461248,2026-08-24T07:44:32.139Z,1,1,decode-pod-1
353.124461248,2026-08-24T07:44:32.139Z,2,1,decode-pod-1
353.124461248,2026-08-24T07:44:32.139Z,3,1,decode-pod-1
357.184461248,2026-08-24T07:44:36.199Z,4,2,decode-pod-2
357.184461248,2026-08-24T07:44:36.199Z,5,1,decode-pod-2
357.184461248,2026-08-24T07:44:36.199Z,6,1,decode-pod-2
357.184461248,2026-08-24T07:44:36.199Z,7,1,decode-pod-2
358.124461248,2026-08-24T07:44:37.139Z,0,2,decode-pod-1
358.124461248,2026-08-24T07:44:37.139Z,1,1,decode-pod-1
358.124461248,2026-08-24T07:44:37.139Z,2,1,decode-pod-1
358.124461248,2026-08-24T07:44:37.139Z,3,1,decode-pod-1
362.184461248,2026-08-24T07:44:41.199Z,4,2,decode-pod-2
362.184461248,2026-08-24T07:44:41.199Z,5,1,decode-pod-2
362.184461248,2026-08-24T07:44:41.199Z,6,1,decode-pod-2
362.184461248,2026-08-24T07:44:41.199Z,7,1,decode-pod-2
363.124461248,2026-08-24T07:44:42.139Z,0,2,decode-pod-1
363.124461248,2026-08-24T07:44:42.139Z,1,1,decode-pod-1
363.124461248,2026-08-24T07:44:42.139Z,2,1,decode-pod-1
363.124461248,2026-08-24T07:44:42.139Z,3,1,decode-pod-1
367.184461248,2026-08-24T07:44:46.199Z,4,2,decode-pod-2
367.184461248,2026-08-24T07:44:46.199Z,5,1,decode-pod-2
367.184461248,2026-08-24T07:44:46.199Z,6,1,decode-pod-2
367.184461248,2026-08-24T07:44:46.199Z,7,1,decode-pod-2
368.124461248,2026-08-24T07:44:47.139Z,0,2,decode-pod-1
368.124461248,2026-08-24T07:44:47.139Z,1,1,decode-pod-1
368.124461248,2026-08-24T07:44:47.139Z,2,1,decode-pod-1
368.124461248,2026-08-24T07:44:47.139Z,3,1,decode-pod-1
372.184461248,2026-08-24T07:44:51.199Z,4,1,decode-pod-2
372.184461248,2026-08-24T07:44:51.199Z,5,1,decode-pod-2
372.184461248,2026-08-24T07:44:51.199Z,6,1,decode-pod-2
372.184461248,2026-08-24T07:44:51.199Z,7,1,decode-pod-2
373.124461248,2026-08-24T07:44:52.139Z,0,2,decode-pod-1
373.124461248,2026-08-24T07:44:52.139Z,1,1,decode-pod-1
373.124461248,2026-08-24T07:44:52.139Z,2,1,decode-pod-1
373.124461248,2026-08-24T07:44:52.139Z,3,1,decode-pod-1
377.184461248,2026-08-24T07:44:56.199Z,4,1,decode-pod-2
377.184461248,2026-08-24T07:44:56.199Z,5,1,decode-pod-2
377.184461248,2026-08-24T07:44:56.199Z,6,1,decode-pod-2
377.184461248,2026-08-24T07:44:56.199Z,7,1,decode-pod-2
378.124461248,2026-08-24T07:44:57.139Z,0,2,decode-pod-1
378.124461248,2026-08-24T07:44:57.139Z,1,1,decode-pod-1
378.124461248,2026-08-24T07:44:57.139Z,2,1,decode-pod-1
378.124461248,2026-08-24T07:44:57.139Z,3,1,decode-pod-1
382.184461248,2026-08-24T07:45:01.199Z,4,1,decode-pod-2
382.184461248,2026-08-24T07:45:01.199Z,5,1,decode-pod-2
382.184461248,2026-08-24T07:45:01.199Z,6,1,decode-pod-2
382.184461248,2026-08-24T07:45:01.199Z,7,1,decode-pod-2
383.124461248,2026-08-24T07:45:02.139Z,0,2,decode-pod-1
383.124461248,2026-08-24T07:45:02.139Z,1,1,decode-pod-1
383.124461248,2026-08-24T07:45:02.139Z,2,1,decode-pod-1
383.124461248,2026-08-24T07:45:02.139Z,3,1,decode-pod-1
387.184461248,2026-08-24T07:45:06.199Z,4,1,decode-pod-2
387.184461248,2026-08-24T07:45:06.199Z,5,1,decode-pod-2
387.184461248,2026-08-24T07:45:06.199Z,6,1,decode-pod-2
387.184461248,2026-08-24T07:45:06.199Z,7,1,decode-pod-2
388.124461248,2026-08-24T07:45:07.139Z,0,2,decode-pod-1
388.124461248,2026-08-24T07:45:07.139Z,1,1,decode-pod-1
388.124461248,2026-08-24T07:45:07.139Z,2,1,decode-pod-1
388.124461248,2026-08-24T07:45:07.139Z,3,1,decode-pod-1
392.184461248,2026-08-24T07:45:11.199Z,4,1,decode-pod-2
392.184461248,2026-08-24T07:45:11.199Z,5,1,decode-pod-2
392.184461248,2026-08-24T07:45:11.199Z,6,1,decode-pod-2
392.184461248,2026-08-24T07:45:11.199Z,7,1,decode-pod-2
393.124461248,2026-08-24T07:45:12.139Z,0,1,decode-pod-1
393.124461248,2026-08-24T07:45:12.139Z,1,1,decode-pod-1
393.124461248,2026-08-24T07:45:12.139Z,2,1,decode-pod-1
393.124461248,2026-08-24T07:45:12.139Z,3,1,decode-pod-1
397.184461248,2026-08-24T07:45:16.199Z,4,1,decode-pod-2
397.184461248,2026-08-24T07:45:16.199Z,5,1,decode-pod-2
397.184461248,2026-08-24T07:45:16.199Z,6,1,decode-pod-2
397.184461248,2026-08-24T07:45:16.199Z,7,1,decode-pod-2
398.124461248,2026-08-24T07:45:17.139Z,0,1,decode-pod-1
398.124461248,2026-08-24T07:45:17.139Z,1,1,decode-pod-1
398.124461248,2026-08-24T07:45:17.139Z,2,1,decode-pod-1
398.124461248,2026-08-24T07:45:17.139Z,3,1,decode-pod-1
402.184461248,2026-08-24T07:45:21.199Z,4,1,decode-pod-2
402.184461248,2026-08-24T07:45:21.199Z,5,1,decode-pod-2
402.184461248,2026-08-24T07:45:21.199Z,6,1,decode-pod-2
402.184461248,2026-08-24T07:45:21.199Z,7,1,decode-pod-2
403.124461248,2026-08-24T07:45:22.139Z,0,1,decode-pod-1
403.124461248,2026-08-24T07:45:22.139Z,1,1,decode-pod-1
403.124461248,2026-08-24T07:45:22.139Z,2,1,decode-pod-1
403.124461248,2026-08-24T07:45:22.139Z,3,1,decode-pod-1
407.184461248,2026-08-24T07:45:26.199Z,4,1,decode-pod-2
407.184461248,2026-08-24T07:45:26.199Z,5,1,decode-pod-2
407.184461248,2026-08-24T07:45:26.199Z,6,1,decode-pod-2
407.184461248,2026-08-24T07:45:26.199Z,7,1,decode-pod-2
408.124461248,2026-08-24T07:45:27.139Z,0,1,decode-pod-1
408.124461248,2026-08-24T07:45:27.139Z,1,1,decode-pod-1
408.124461248,2026-08-24T07:45:27.139Z,2,1,decode-pod-1
408.124461248,2026-08-24T07:45:27.139Z,3,1,decode-pod-1
