ordinal,prompt_tokens,cached_tokens,uncached_prompt_tokens,completion_tokens,source_output_token_limit,finish_reason,client_ttft_ms,client_decode_interval_ms,client_tpot_ms,client_total_ms,output_delta_events,cache_hit_ratio,response_id_consistent,record_valid,cancellation_reason
52,136956,4352,132604,1102,80000,tool_calls,"43,759.187317","13,217.331298",12.004842,"57,014.739389",326,0.031776629,true,true,
53,1246,1152,94,98,128000,tool_calls,"17,477.911339",0.000000,0.000000,"17,478.408142",1,0.924558587,true,true,
54,1222,1152,70,51,128000,tool_calls,"17,499.494910",0.000000,0.000000,"17,499.817185",1,0.942716858,true,true,
55,113519,14272,99247,285,80000,tool_calls,"32,215.169915","3,206.790965",11.291517,"35,458.197384",29,0.125723447,true,true,
56,38635,29760,8875,1735,80000,tool_calls,"18,588.936423","23,314.898564",13.445732,"41,904.867250",670,0.770286010,true,true,
57,29147,512,28635,127,80000,tool_calls,"21,783.528839","2,060.337989",16.351889,"23,844.894163",41,0.017566130,true,true,
58,31538,1152,30386,3438,128000,stop,"22,408.913317","44,304.568941",12.890477,"66,715.118781",1277,0.036527364,true,true,
59,225829,216512,9317,71,80000,tool_calls,"58,418.176588",892.118593,12.744551,"59,311.738295",13,0.958743120,true,true,
60,1203,1152,51,50,128000,tool_calls,"18,798.842181",0.000000,0.000000,"18,799.857932",1,0.957605985,true,true,
61,190643,150528,40115,1064,80000,tool_calls,"56,001.981377","12,924.934382",12.158922,"68,928.446970",336,0.789580525,true,true,
62,59886,50432,9454,683,80000,tool_calls,"32,283.743601","9,011.538289",13.213399,"41,333.002277",233,0.842133387,true,true,
63,23133,22464,669,52,80000,tool_calls,"22,406.762998",581.598065,11.403884,"22,988.703306",11,0.971080275,true,true,
64,233772,4224,229548,48,80000,tool_calls,"64,993.286472",0.000000,0.000000,"64,995.139284",1,0.018068888,true,true,
65,12421,2816,9605,1558,128000,tool_calls,"21,279.823053","22,003.692108",14.132108,"43,288.628092",625,0.226712825,true,true,
66,23958,832,23126,3550,128000,stop,"28,446.682334","47,321.204586",13.333673,"75,770.101591",1334,0.034727440,true,true,
67,455,0,455,993,128000,stop,"22,348.500775","12,257.497649",12.356348,"34,607.661636",362,0.000000000,true,true,
68,47247,832,46415,2344,128000,stop,"33,703.881396","31,142.552774",13.291743,"64,846.731868",885,0.017609584,true,true,
69,219430,217600,1830,1197,80000,tool_calls,"58,702.399080","9,685.949758",8.098620,"68,390.580117",13,0.991660211,true,true,
70,114862,113472,1390,13,80000,tool_calls,"45,937.891204",0.000000,0.000000,"45,939.922130",1,0.987898522,true,true,
71,238,0,238,247,128000,stop,"28,215.605007","3,067.787900",12.470683,"31,320.627210",92,0.000000000,true,true,
72,351,0,351,1191,128000,stop,"28,201.128364","14,221.794468",11.951088,"42,458.929223",414,0.000000000,true,true,
73,39251,38592,659,58,80000,tool_calls,"33,602.826719",0.000000,0.000000,"33,603.168897",1,0.983210619,true,true,
74,32438,31232,1206,1144,80000,tool_calls,"32,688.471590","9,748.836205",8.529166,"42,438.834942",17,0.962821382,true,true,
75,15659,0,15659,7159,128000,stop,"30,126.705013","70,091.033976",9.791986,"100,220.585665",1908,0.000000000,true,true,
76,57695,51136,6559,675,80000,tool_calls,"44,256.138881","9,465.558744",14.043856,"53,723.292516",251,0.886315972,true,true,
77,18490,2816,15674,3127,128000,stop,"32,683.491236","46,840.477548",14.984158,"79,524.574452",1309,0.152298540,true,true,
78,3870,0,3870,390,128000,stop,"29,774.214535","5,735.507362",14.744235,"35,546.478341",164,0.000000000,true,true,
79,180,0,180,1762,128000,stop,"29,631.054257","22,812.996854",12.954569,"52,474.853306",650,0.000000000,true,true,
80,211,0,211,637,128000,stop,"29,625.586476","11,455.847357",18.012339,"41,082.897779",327,0.000000000,true,true,
81,5026,0,5026,1529,128000,stop,"32,348.071273","16,966.075352",11.103452,"49,316.179375",484,0.000000000,true,true,
82,70016,68288,1728,1578,80000,tool_calls,"54,905.140486","13,858.753165",8.788049,"68,764.862458",22,0.975319927,true,true,
83,119065,114816,4249,55,80000,tool_calls,"56,516.132676",0.000000,0.000000,"56,559.097770",1,0.964313610,true,true,
84,39899,39232,667,93,80000,tool_calls,"43,572.325396","1,763.101520",19.164147,"45,335.725094",20,0.983282789,true,true,
85,56521,51776,4745,662,80000,tool_calls,"49,127.622371","9,056.217187",13.700782,"58,199.504082",242,0.916048902,true,true,
86,193487,150528,42959,1062,80000,tool_calls,"59,494.776445","14,137.617636",13.324805,"73,635.673719",362,0.777974748,true,true,
87,13309,13248,61,87,128000,tool_calls,"41,933.008852",0.000000,0.000000,"41,969.967121",1,0.995416635,true,true,
88,25406,832,24574,1496,128000,stop,"44,011.246995","21,042.156272",14.075021,"65,054.106152",597,0.032748170,true,true,
89,56613,51776,4837,662,80000,tool_calls,"54,651.688989","9,062.288845",13.709968,"63,763.318908",245,0.914560260,true,true,
90,22979,0,22979,549,128000,stop,"44,856.445843","5,533.177592",10.097039,"50,391.461431",157,0.000000000,true,true,
91,2374,0,2374,833,128000,stop,"40,784.171508","12,860.120467",15.456876,"53,678.016270",369,0.000000000,true,true,
92,120892,114816,6076,15,80000,tool_calls,"58,665.041448",0.000000,0.000000,"58,666.843828",1,0.949740264,true,true,
93,59992,51776,8216,663,80000,tool_calls,"54,842.595929","8,566.520360",12.940363,"63,445.264601",232,0.863048406,true,true,
94,73997,70720,3277,2371,80000,tool_calls,"54,411.794737","25,446.081327",10.736743,"79,861.102934",424,0.955714421,true,true,
95,25737,832,24905,2274,128000,stop,"49,076.343236","32,822.430780",14.440137,"81,900.288490",902,0.032327000,true,true,
96,3435,1152,2283,1864,128000,stop,"44,013.555107","27,952.969095",15.004278,"71,968.630649",788,0.335371179,true,true,
97,122936,114816,8120,39,80000,tool_calls,"58,344.182098",695.813695,18.310887,"59,040.832023",11,0.933949372,true,true,
98,1364,0,1364,910,128000,stop,"45,546.135751","16,577.217808",18.236763,"62,161.919743",470,0.000000000,true,true,
99,10033,0,10033,1015,128000,stop,"45,710.184044","17,468.433674",17.227252,"63,180.350370",498,0.000000000,true,true,
100,72885,0,72885,68,80000,tool_calls,"58,109.012422",744.838767,11.116997,"58,855.576097",13,0.000000000,true,true,
101,23721,23104,617,1345,80000,tool_calls,"63,258.306775","14,042.393176",10.448209,"77,346.161574",96,0.973989292,true,true,
102,4966,2816,2150,112,128000,tool_calls,"61,754.374615","1,768.287092",15.930514,"63,523.419312",9,0.567055981,true,true,
103,103995,0,103995,2040,128000,stop,"63,852.956098","34,218.301976",16.781904,"98,112.446292",879,0.000000000,true,true,
104,124427,122880,1547,19,80000,tool_calls,"63,856.317625",0.000000,0.000000,"63,857.527105",1,0.987567007,true,true,
105,33741,32384,1357,1159,80000,tool_calls,"63,318.709717","10,977.871122",9.480027,"74,299.506875",14,0.959781868,true,true,
106,40813,39872,941,4384,80000,tool_calls,"61,994.067586","46,181.790187",10.536571,"108,176.682482",201,0.976943621,true,true,
107,11110,0,11110,1458,128000,stop,"61,731.316601","22,500.658010",15.443142,"84,234.949895",586,0.000000000,true,true,
108,71980,68288,3692,369,80000,tool_calls,"61,440.734098","4,564.499403",12.403531,"66,046.271478",19,0.948707974,true,true,
109,123917,114816,9101,1116,80000,tool_calls,"60,959.962196","12,098.879411",10.851013,"73,060.768404",310,0.926555678,true,true,
110,7314,0,7314,677,128000,stop,"59,838.164941","13,813.461367",20.434114,"73,698.390020",366,0.000000000,true,true,
111,78687,0,78687,13744,128000,stop,"57,590.376229","202,551.103719",14.738493,"260,184.378047",5041,0.000000000,true,true,
112,93457,72832,20625,10954,80000,tool_calls,"57,033.014970","136,436.223758",12.456516,"193,471.577752",22,0.779310271,true,true,
113,7903,2816,5087,118,128000,tool_calls,"58,549.970227",0.000000,0.000000,"58,588.047480",1,0.356320385,true,true,
114,3802,0,3802,397,128000,stop,"56,319.930243","6,207.852039",15.676394,"62,567.499738",165,0.000000000,true,true,
115,851,832,19,85,128000,tool_calls,"57,184.899626",0.000000,0.000000,"57,185.426350",1,0.977673325,true,true,
116,36773,0,36773,7224,128000,stop,"56,833.040511","99,887.882585",13.829141,"156,767.019220",2489,0.000000000,true,true,
117,12184,0,12184,735,128000,stop,"53,415.792905","11,118.005170",15.147146,"64,534.868579",286,0.000000000,true,true,
118,3167,1216,1951,1780,128000,stop,"53,531.614882","24,071.078561",13.530679,"77,645.052454",608,0.383959583,true,true,
119,8077,0,8077,1995,128000,stop,"53,681.990473","28,291.018772",14.188074,"81,973.437247",718,0.000000000,true,true,
120,234752,233728,1024,2657,80000,tool_calls,"53,665.227926","37,751.558377",14.213689,"91,418.970350",284,0.995637950,true,true,
121,851,832,19,120,128000,tool_calls,"55,075.047634",0.000000,0.000000,"55,075.622870",1,0.977673325,true,true,
122,808,0,808,1021,128000,stop,"53,449.923986","16,224.380254",15.906255,"69,674.523954",419,0.000000000,true,true,
123,220637,219392,1245,2231,80000,tool_calls,"53,043.613139","19,119.826077",8.573913,"72,163.464240",15,0.994357247,true,true,
124,2907,2368,539,457,128000,tool_calls,"60,332.294216",0.000000,0.000000,"60,372.547131",1,0.814585483,true,true,
125,3329,0,3329,1201,128000,stop,"52,096.506937","23,718.071311",19.765059,"75,815.888305",607,0.000000000,true,true,
126,24270,14272,9998,611,80000,tool_calls,"52,269.890941","6,499.612790",10.655103,"58,770.736924",115,0.588051092,true,true,
127,76604,73984,2620,2593,80000,tool_calls,"51,593.076992","25,070.435713",9.672236,"76,667.013177",326,0.965798131,true,true,
128,42956,21312,21644,2671,128000,stop,"51,991.059911","37,247.553132",13.950394,"89,238.803892",950,0.496135581,true,true,
129,10719,7872,2847,113,128000,tool_calls,"50,796.092715","2,127.608338",18.996503,"52,924.533187",14,0.734396865,true,true,
130,1532,0,1532,1971,128000,stop,"49,935.182561","24,750.009965",12.563457,"74,724.163417",631,0.000000000,true,true,
131,71919,45888,26031,2755,80000,tool_calls,"49,493.956561","34,330.868219",12.465820,"83,826.336599",22,0.638051141,true,true,
132,10669,1152,9517,65,128000,tool_calls,"50,041.414552",0.000000,0.000000,"50,070.271198",1,0.107976380,true,true,
133,28021,14272,13749,72,80000,tool_calls,"49,830.631252",295.238151,4.158284,"50,167.076437",16,0.509332286,true,true,
134,202,0,202,5260,128000,stop,"49,771.304254","67,592.281783",12.852687,"117,405.075217",1722,0.000000000,true,true,
135,945,0,945,2109,128000,stop,"49,705.672316","28,267.162320",13.409470,"78,000.669578",732,0.000000000,true,true,
136,848,832,16,101,128000,tool_calls,"47,265.087753",0.000000,0.000000,"47,305.160476",1,0.981132075,true,true,
137,93556,72832,20724,10279,80000,tool_calls,"44,520.122098","129,569.596134",12.606499,"174,093.716339",20,0.778485613,true,true,
138,592,0,592,156,128000,stop,"42,358.676408","2,851.303088",18.395504,"45,249.004532",79,0.000000000,true,true,
139,11520,1152,10368,2626,128000,stop,"41,677.412764","38,171.405062",14.541488,"79,851.398707",975,0.100000000,true,true,
140,1211,1152,59,64,128000,tool_calls,"41,684.768495",0.000000,0.000000,"41,685.915318",1,0.951279934,true,true,
141,1773,832,941,150,128000,tool_calls,"42,091.746355",0.000000,0.000000,"42,092.145334",1,0.469261139,true,true,
142,72710,45888,26822,74,80000,tool_calls,"39,707.120608","1,007.836858",13.805984,"40,760.597970",15,0.631109889,true,true,
143,54764,14272,40492,398,80000,tool_calls,"39,767.794464","4,760.679627",11.991636,"44,569.206818",14,0.260609159,true,true,
144,28121,27968,153,32,80000,tool_calls,"39,599.651648",559.359480,18.043854,"40,161.295112",10,0.994559226,true,true,
145,38672,29568,9104,3865,80000,tool_calls,"39,302.224778","48,647.692267",12.589982,"87,951.646913",28,0.764584195,true,true,
146,35006,32384,2622,1513,80000,tool_calls,"37,602.731470","15,631.437695",10.338252,"53,237.614692",80,0.925098555,true,true,
147,73212,70016,3196,1296,80000,stop,"34,570.987721","16,069.704090",12.409038,"50,644.162682",410,0.956345954,true,true,
148,2863,2816,47,100,128000,tool_calls,"34,255.129524","1,581.024209",15.969942,"35,838.537141",19,0.983583654,true,true,
149,24021,832,23189,4571,128000,stop,"34,660.639086","64,039.945028",14.013117,"98,745.649126",1614,0.034636360,true,true,
150,36,0,36,615,128000,stop,"34,547.198277","9,228.400479",15.029968,"43,778.669785",236,0.000000000,true,true,
151,54352,14272,40080,446,80000,tool_calls,"34,855.914793","6,155.173885",13.831851,"41,037.186009",142,0.262584634,true,true,
152,4645,0,4645,1144,128000,stop,"34,793.372573","15,146.251618",13.251314,"49,942.039600",385,0.000000000,true,true,
153,3838,0,3838,348,128000,stop,"34,368.989985","5,783.866221",16.668202,"40,156.450151",149,0.000000000,true,true,
154,13504,4928,8576,188,128000,tool_calls,"34,517.730716","3,260.802822",17.437448,"37,781.177748",33,0.364928910,true,true,
155,32177,14272,17905,40,80000,tool_calls,"34,031.991163",686.722529,17.608270,"34,760.758237",11,0.443546633,true,true,
156,794,0,794,1009,128000,stop,"32,040.874961","18,122.383626",17.978555,"50,166.646130",457,0.000000000,true,true,
157,2863,2816,47,149,128000,tool_calls,"31,510.614911","2,487.249202",16.805738,"33,999.290011",31,0.983583654,true,true,
158,1796,1152,644,570,128000,stop,"29,082.528323","11,279.335108",19.823085,"40,406.223607",289,0.641425390,true,true,
159,19422,832,18590,140,128000,tool_calls,"30,227.510856",0.000000,0.000000,"30,228.639088",1,0.042838019,true,true,
160,40811,28096,12715,48,80000,tool_calls,"27,971.585543",779.271547,16.580246,"28,752.235436",12,0.688441842,true,true,
161,60032,54528,5504,5917,80000,tool_calls,"27,833.746583","50,718.219222",8.573059,"78,595.151605",19,0.908315565,true,true,
162,55135,37504,17631,4010,128000,stop,"27,138.330682","64,926.212284",16.195114,"92,099.935080",1628,0.680221275,true,true,
163,222834,219392,3442,1671,80000,tool_calls,"26,508.114107","13,228.474479",7.921242,"39,739.458461",22,0.984553524,true,true,
164,138338,136896,1442,1039,80000,tool_calls,"25,424.424251","14,248.035800",13.726431,"39,676.045740",346,0.989576255,true,true,
165,79218,73984,5234,2587,80000,tool_calls,"25,231.371088","30,076.379516",11.630464,"55,309.896347",434,0.933929158,true,true,
166,96055,72832,23223,131,80000,tool_calls,"25,573.242838","2,488.521467",19.142473,"28,104.280693",39,0.758232263,true,true,
167,68420,45888,22532,686,80000,tool_calls,"25,339.440981","10,251.757538",14.966069,"35,593.257701",254,0.670681087,true,true,
168,13937,832,13105,2845,128000,stop,"23,721.410246","40,821.003088",14.353377,"64,543.547102",1037,0.059697209,true,true,
169,13112,832,12280,133,128000,tool_calls,"25,479.083121",0.000000,0.000000,"25,480.392282",1,0.063453325,true,true,
170,44250,24256,19994,79,80000,tool_calls,"22,945.818148","1,270.097662",16.283303,"24,217.633550",16,0.548158192,true,true,
171,14775,3584,11191,247,80000,tool_calls,"22,571.025275","3,613.252501",14.688018,"26,186.258718",74,0.242571912,true,true,
172,3260,0,3260,1305,128000,stop,"22,411.821272","21,190.233831",16.250179,"43,604.088781",534,0.000000000,true,true,
173,799,0,799,396,128000,stop,"22,360.345656","5,723.500208",14.489874,"28,084.865967",147,0.000000000,true,true,
174,24303,23680,623,1213,80000,tool_calls,"22,183.657789","13,664.701691",11.274506,"35,888.050344",53,0.974365305,true,true,
175,3126,0,3126,938,128000,stop,"22,112.965561","18,143.648316",19.363552,"40,256.897879",459,0.000000000,true,true,
176,44856,27968,16888,47,80000,tool_calls,"20,561.580179",567.654801,12.340322,"21,129.528518",8,0.623506331,true,true,
177,65809,50624,15185,92,80000,tool_calls,"19,863.760614","1,750.282424",19.233873,"21,615.568841",33,0.769256485,true,true,
178,21665,10624,11041,1023,128000,stop,"19,085.773107","17,459.034378",17.083204,"36,547.491503",441,0.490376183,true,true,
179,54855,50880,3975,165,80000,tool_calls,"18,999.794278","2,250.626301",13.723331,"21,254.727168",51,0.927536232,true,true,
180,854,832,22,58,128000,tool_calls,"19,547.242733",0.000000,0.000000,"19,547.383246",1,0.974238876,true,true,
181,225398,210688,14710,4576,80000,tool_calls,"62,720.175249",0.000000,0.000000,"62,725.707703",1,0.934737664,true,true,
182,36536,34944,1592,1291,80000,tool_calls,"17,595.398288","13,498.165446",10.463694,"31,093.586454",61,0.956426538,true,true,
183,48922,40768,8154,166,80000,tool_calls,"17,963.423754","2,597.899560",15.744846,"20,601.648358",55,0.833326520,true,true,
184,55634,52544,3090,96,80000,tool_calls,"16,778.871125","1,315.610678",13.848533,"18,096.967005",22,0.944458425,true,true,
185,44329,24768,19561,3414,128000,stop,"16,932.375505","51,840.735137",15.189199,"68,775.770596",1304,0.558731305,true,true,
186,41473,40768,705,3952,80000,tool_calls,"16,510.389222","38,897.136114",9.844884,"55,409.099811",33,0.983000989,true,true,
187,4836,0,4836,1520,128000,stop,"15,229.827615","30,528.328629",20.097649,"45,799.330798",776,0.000000000,true,true,
188,18791,832,17959,2185,128000,stop,"15,114.139974","37,867.630469",17.338659,"52,986.862605",959,0.044276515,true,true,
189,33572,13248,20324,4255,128000,stop,"15,520.174725","64,442.711403",15.148733,"79,965.114335",1614,0.394614560,true,true,
190,1793,0,1793,3440,128000,stop,"13,470.458184","59,973.176971",17.439133,"73,447.096747",1507,0.000000000,true,true,
191,6218,0,6218,909,128000,stop,"13,417.406077","17,500.604422",19.273793,"30,920.317523",439,0.000000000,true,true,
192,53070,27968,25102,164,80000,tool_calls,"13,570.731544","2,568.822689",15.759648,"16,142.937552",50,0.527002073,true,true,
193,45553,40768,4785,39,80000,tool_calls,"14,230.123710",0.000000,0.000000,"14,232.756368",1,0.894957522,true,true,
