elapsed_seconds,client_in_flight,client_visible_post_ttft_streams_open
160.600442349,99,75
160.600507022,100,75
160.947251574,100,76
161.259602898,99,75
161.259668434,100,75
161.423296339,99,74
161.423375636,100,74
161.542962087,99,73
161.543056552,100,73
161.546670529,99,72
161.546736289,100,72
161.606347706,100,73
161.631047299,99,72
161.631486822,100,72
161.653403228,99,71
161.653565277,99,72
161.653612478,100,72
161.698331568,100,73
161.988737142,100,74
161.988781430,100,75
162.524337740,100,76
162.586286260,100,77
162.630496739,99,76
162.630584228,100,76
162.671091193,99,75
162.671195674,100,75
162.754111282,100,76
162.757074438,99,75
162.757235111,100,75
162.798058335,99,74
162.798156416,100,74
162.860695052,100,75
162.906322565,100,76
162.906342373,100,77
162.924700803,100,78
163.025602294,99,77
163.025673175,100,77
163.075896303,99,76
163.076260177,99,77
163.076292593,100,77
163.121551367,100,78
163.192046155,99,77
163.192251148,100,77
163.460735612,100,78
163.460873917,100,79
163.529193201,99,78
163.529307729,100,78
163.589592462,100,79
163.612676461,100,80
163.615465632,99,79
163.615528192,100,79
163.940147760,99,78
163.940483731,100,78
164.355102412,100,79
164.356963896,99,78
164.357144666,100,78
164.460589150,100,79
164.484267297,99,78
164.484446402,100,78
164.524718486,100,79
164.527242535,99,78
164.527454440,98,77
164.527489321,99,77
164.533077455,100,77
164.894024216,100,78
164.895820484,100,79
164.896779563,99,78
164.896842155,100,78
164.916683795,100,79
164.942452196,99,78
164.942506852,100,78
165.085160310,100,79
165.085205526,100,80
165.109719582,99,79
165.109926399,100,79
165.217354912,99,78
165.217433920,100,78
165.878045198,100,79
165.878130991,100,80
165.903124442,99,79
165.903344604,100,79
166.057810206,100,80
166.098764695,100,81
166.252499572,100,82
166.627348509,99,81
166.627647327,100,81
166.649470260,100,82
166.736437512,100,83
166.736840811,100,84
166.842424990,99,83
166.842694752,100,83
166.905916657,100,84
166.973485632,99,83
166.973644289,100,83
167.083104815,99,82
167.083232784,100,82
167.297459660,100,83
167.298316946,100,84
167.300871811,99,83
167.301094917,100,83
167.301651305,99,82
167.306590187,100,82
167.341595738,99,81
167.341652251,100,81
167.404403113,100,82
167.425538810,100,83
167.428384045,99,82
167.428515310,100,82
167.469478599,99,81
167.469761641,100,81
167.532567991,100,82
167.682649371,99,81
167.682796444,100,81
167.783140844,100,82
167.806390091,99,81
167.806512940,100,81
167.856001151,99,80
167.856118048,100,80
167.982740163,100,81
168.006684935,100,82
168.786132004,99,81
168.786257285,100,81
168.797535922,100,82
168.842551719,100,83
168.846330080,99,82
168.846410785,100,82
169.092974586,100,83
169.109542636,99,82
169.109681293,100,82
169.255902903,100,83
169.282368140,99,82
169.282500461,100,82
169.402053376,99,81
169.402265858,100,81
169.424875517,100,82
169.471297595,100,83
169.537873571,99,82
169.538029316,100,82
169.764068081,100,83
169.764141265,100,84
169.764171601,100,85
170.324070830,99,84
170.324407088,100,84
170.448069151,99,83
170.448125280,100,83
170.714717442,100,84
170.844540156,100,85
170.912571022,99,84
170.913308307,100,84
171.067619284,99,83
171.068343737,99,84
171.068377593,98,83
171.068872253,98,84
171.068892189,99,84
171.074083457,100,84
171.269928158,100,85
171.457184449,100,86
171.480031838,100,87
171.507641339,99,86
171.507704380,100,86
171.543105070,100,87
171.546923464,99,86
171.546978921,100,86
171.994585668,99,85
171.994646468,100,85
172.155846164,99,84
172.155943157,100,84
172.228809672,100,85
172.305508982,100,86
172.492740665,99,85
172.492881178,100,85
172.554832258,100,86
172.825401504,99,85
172.825542817,100,85
173.117663667,99,84
173.117751795,100,84
173.138257152,100,85
173.550124422,100,86
173.612877524,100,87
173.618012695,99,86
173.618144472,100,86
173.872439398,99,85
173.872910025,100,85
174.138329892,100,86
174.246245543,99,85
174.246301928,100,85
174.409672103,100,86
174.411198930,99,85
174.411266002,100,85
174.472064051,100,86
174.622875484,99,85
174.623194718,100,85
174.746383402,99,84
174.746965070,100,84
174.753441307,99,83
174.753607836,100,83
174.877135914,99,82
174.877405260,100,82
174.911973433,100,83
174.915157231,99,82
174.915437105,100,82
174.937604617,100,83
174.963888157,99,82
174.964240191,100,82
175.397846682,100,83
175.417268831,100,84
175.541018063,100,85
175.544804009,99,84
175.545050763,100,84
175.586272005,99,83
175.586406278,100,83
175.602547957,99,82
175.602999960,100,82
175.603657308,99,81
175.605633386,100,81
175.611412113,100,82
175.997711848,99,81
175.997836393,100,81
176.131572669,99,80
176.131759967,100,80
176.178282525,99,79
176.178375966,100,79
176.332862048,99,78
176.332920161,100,78
176.473855591,100,79
176.473935847,100,80
176.824965836,99,79
176.825127181,100,79
176.886303825,100,80
177.058647181,100,81
177.284130806,99,80
177.284307544,100,80
177.449075520,99,79
177.449254210,100,79
177.449820358,99,78
177.467839201,100,78
177.486246175,100,79
177.490354459,99,78
177.490416476,100,78
177.534397481,99,77
177.534491274,100,77
177.550221430,100,78
177.880316875,100,79
178.029861644,99,78
178.029979629,100,78
178.193913424,99,77
178.194006737,100,77
178.212289614,100,78
178.564105848,100,79
178.568403062,99,78
178.568509975,100,78
178.569909824,99,77
178.570031297,100,77
178.727060437,100,78
178.730911855,99,77
178.731116337,100,77
179.382049661,99,76
179.382633921,100,76
179.403840018,100,77
179.430919340,99,76
179.431073005,100,76
179.612879018,100,77
179.612985259,100,78
179.613021707,100,79
179.924560098,99,78
179.924815684,100,78
179.986503146,100,79
180.651779801,100,80
180.651795609,99,79
180.652114875,99,80
180.652352765,100,80
180.980080418,100,81
181.149094024,100,82
181.339345536,99,81
181.339518337,100,81
181.645187439,100,82
181.664578356,100,83
181.669533814,99,82
181.669650807,100,82
182.174840604,100,83
182.222371554,99,82
182.222585732,100,82
182.298812078,99,81
182.299007279,100,81
182.343096605,99,80
182.343162110,100,80
182.441738241,100,81
182.925847318,100,82
182.928251943,99,81
182.928343271,100,81
182.969102175,99,80
182.969214783,100,80
182.989441738,100,81
182.989463818,100,82
183.194239237,100,83
183.199936140,99,82
183.199989421,100,82
183.229542103,99,81
183.229679672,100,81
183.331882356,100,82
183.623316929,100,83
183.832073271,100,84
183.898927169,99,83
183.899072162,100,83
183.939658649,99,82
183.939749401,100,82
184.003250060,100,83
184.227470637,100,84
184.233018771,99,83
184.233079539,100,83
184.350472759,99,82
184.350716953,100,82
184.797232876,100,83
184.801032614,99,82
184.801088167,100,82
184.982103167,100,83
185.149201208,100,84
185.179298086,99,83
185.179459143,100,83
185.217447116,100,84
185.218667476,100,85
185.240756651,100,86
185.409010988,100,87
185.618793706,100,88
185.618878922,100,89
185.644971229,99,88
185.645153118,100,88
185.683831207,99,87
185.683949704,100,87
185.970378227,99,86
185.970465107,100,86
186.139304824,99,85
186.139376857,100,85
186.319724876,100,86
186.365652359,100,87
186.432125102,99,86
186.432459569,100,86
186.696883012,100,87
186.924734526,100,88
186.927039213,99,87
186.927095662,100,87
186.961812732,100,88
186.965752663,99,87
186.966039513,100,87
187.011458736,99,86
187.011522672,100,86
187.062519630,100,87
187.080793195,99,86
187.081276814,100,86
187.177144031,99,85
187.177232096,100,85
187.497005391,99,84
187.497269649,100,84
187.602294688,100,85
187.669340267,99,84
187.669455148,100,84
187.781192714,100,85
188.221498131,100,86
188.223229343,99,85
188.223296895,100,85
188.379748367,99,84
188.379978833,100,84
188.441340725,100,85
188.673455403,100,86
188.677640008,99,85
188.677752297,100,85
188.679227731,99,84
188.679431700,100,84
188.950079507,100,85
189.027392229,99,84
189.027490021,100,84
189.078000799,100,85
189.265085377,100,86
189.267954869,99,85
189.268008533,100,85
189.328812438,100,86
189.328941303,100,87
189.328969879,100,88
189.400725443,99,87
189.400802147,100,87
189.441408121,99,86
189.441500186,100,86
189.562654200,99,85
189.562857721,100,85
189.973096596,99,84
189.973170453,100,84
190.277578107,100,85
190.492132825,100,86
190.492260377,100,87
190.492599484,100,88
190.492630460,100,89
190.515965564,99,88
190.516064701,100,88
190.684515871,99,87
190.684654944,100,87
190.888284211,99,86
190.888397268,100,86
190.891001478,99,85
190.891087206,100,85
191.704815022,100,86
191.709871152,99,85
191.709933585,100,85
191.797461576,100,86
191.931665408,100,87
192.011686788,100,88
192.017172266,99,87
192.017247402,100,87
192.225800127,99,86
192.225925184,100,86
192.403605282,100,87
192.509286326,100,88
192.513101648,99,87
192.513158160,100,87
192.532824439,100,88
192.579384982,100,89
192.728456403,99,88
192.728767702,100,88
192.769075434,99,87
192.769183466,100,87
192.849044590,99,86
192.849376496,100,86
192.911720795,100,87
192.976682936,99,86
192.976963066,100,86
193.028378202,100,87
193.029212800,99,86
193.029263744,100,86
193.071267072,100,87
193.107266807,99,86
193.107321431,100,86
193.210068855,100,87
193.357410281,99,86
193.357659595,100,86
193.668569853,100,87
193.776043613,99,86
193.776182110,100,86
194.058440364,100,87
194.072890191,99,86
194.072953968,100,86
194.219319418,100,87
194.784617692,100,88
194.812183545,99,87
194.812254425,100,87
194.976819393,99,86
194.976938178,100,86
195.072186958,99,85
195.072669489,100,85
195.141670026,99,84
195.141758571,100,84
195.794127649,99,83
195.794312514,100,83
195.835666013,99,82
195.835736894,100,82
195.916713737,99,81
195.916833833,100,81
196.080932238,99,80
196.080984110,100,80
196.120489885,99,79
196.120780863,100,79
196.242554849,100,80
196.447986113,100,81
196.452984483,99,80
196.453038947,100,80
197.028996206,99,79
197.029072046,100,79
197.131658445,100,80
197.217000566,99,79
197.217197015,100,79
197.346516621,100,80
197.474533530,100,81
197.474572475,100,82
197.643919491,100,83
197.644027012,100,84
197.670463417,99,83
197.670841691,100,83
198.531011841,99,82
198.531102114,100,82
198.567307546,100,83
198.569553449,99,82
198.569744139,100,82
198.611980556,99,81
198.612118733,100,81
198.835964843,100,82
198.836147436,100,83
198.836273197,100,84
198.859472940,99,83
198.859793454,100,83
199.289176396,100,84
199.314926044,99,83
199.315449504,100,83
199.457582830,100,84
199.457818863,100,85
199.626698005,100,86
199.672851217,100,87
199.779007496,99,86
199.779208266,100,86
199.861715391,99,85
199.862035009,100,85
199.963449208,100,86
200.071219994,100,87
200.112116947,100,88
200.157488073,99,87
200.157548906,100,87
200.604850819,99,86
200.605055364,100,86
200.646765922,99,85
200.647268741,100,85
200.728153168,99,84
200.728260304,100,84
200.810404867,99,83
200.810479524,100,83
200.932467879,99,82
200.932529256,100,82
200.965867660,100,83
200.970098889,99,82
200.970155626,100,82
200.975090251,99,81
200.975272429,98,80
200.975495950,99,80
200.976856856,100,80
201.154000085,100,81
201.154081142,100,82
201.178906528,100,83
201.759772268,99,82
201.759833612,100,82
201.830985588,100,83
201.831040756,99,82
201.831105557,100,82
201.831497463,100,83
201.832887425,99,82
201.833184195,100,82
201.886765842,99,81
201.886894163,100,81
201.902631935,99,80
201.902715967,100,80
201.910155346,99,79
201.910551285,100,79
201.942537616,100,80
202.331352120,99,79
202.331471769,100,79
202.393602883,100,80
202.662641014,99,79
202.662712439,100,79
202.904283790,100,80
202.905417686,99,79
202.905494966,100,79
202.965165327,100,80
202.965205903,100,81
203.056928260,100,82
203.097068055,100,83
203.143824503,100,84
203.143943384,100,85
203.189119310,100,86
203.627482153,99,85
203.627556874,100,85
203.661918357,100,86
203.665580974,99,85
203.665639119,100,85
203.706894985,99,84
203.706970794,100,84
203.823031621,100,85
203.869502275,99,84
203.869556164,100,84
204.178818347,100,85
204.242338782,99,84
204.242457247,100,84
204.364153249,99,83
204.364650436,100,83
204.439972072,100,84
204.444140389,99,83
204.444196965,100,83
204.506350127,100,84
204.532671907,99,83
204.533243495,100,83
204.571671982,99,82
204.571791023,100,82
204.576714929,99,81
204.576806770,100,81
204.853621786,99,80
204.854231326,100,80
205.187305993,99,79
205.187443274,100,79
205.384089357,99,78
205.384551344,100,78
205.687498316,100,79
205.715152713,99,78
205.715680365,100,78
205.752170087,100,79
206.306120986,100,80
206.306461181,100,81
206.368865672,100,82
206.412284146,100,83
206.415916075,99,82
206.416043756,100,82
206.451261149,100,83
206.458527503,99,82
206.458603087,100,82
206.496461171,99,81
206.496517875,100,81
206.659660081,99,80
206.660003795,100,80
206.864317835,99,79
206.864403180,100,79
206.945943034,100,80
206.946565855,99,79
206.946621407,100,79
206.948730382,99,78
206.948780686,100,78
207.148471910,99,77
207.148624903,100,77
207.184506813,100,78
207.189072092,99,77
207.189141053,100,77
207.391111877,99,76
207.391804617,100,76
207.514001551,99,75
207.514062831,100,75
208.067151613,99,74
208.067478623,100,74
208.886505579,99,73
208.886673900,100,73
208.987585087,100,74
209.014545400,99,73
209.015099836,100,73
209.095079712,99,72
209.095149472,100,72
209.114738087,100,73
209.231433798,99,72
209.231562311,100,72
209.584116727,99,71
209.584472569,100,71
209.604187360,100,72
209.932132711,100,73
209.991538462,100,74
210.138403468,100,75
210.224140824,99,74
210.224257817,100,74
210.306857391,100,75
210.495241721,99,74
210.495315034,100,74
210.637450760,100,75
210.637492072,100,76
210.637508488,100,77
210.663449850,99,76
210.663844637,100,76
210.907705092,99,75
210.907883877,100,75
210.969198825,100,76
211.279870938,99,75
211.279993050,100,75
211.444726019,99,74
211.444783139,100,74
211.529530728,99,73
211.529590921,100,73
211.772765131,99,72
211.772894700,100,72
211.956638519,100,73
211.956748759,100,74
212.143756025,100,75
212.145700166,99,74
212.145773863,100,74
212.235734351,99,73
212.236068753,100,73
212.268989331,99,72
212.269628439,100,72
212.551449602,99,71
212.552153255,100,71
212.613746829,100,72
212.613788013,100,73
212.675008721,100,74
212.680739832,99,73
212.680796440,100,73
212.943421984,100,74
213.625096478,100,75
213.638689820,99,74
213.638899133,100,74
213.651681941,99,73
213.652472570,100,73
213.675211862,100,74
213.675269846,100,75
213.675401239,100,76
213.852644086,99,75
213.852859543,100,75
213.865036490,100,76
213.865068331,100,77
213.869038790,99,76
213.869093094,100,76
213.877470208,100,77
213.906854217,100,78
213.906960458,100,79
213.906978378,100,80
213.953929164,100,81
213.953949836,100,82
213.955023827,100,83
214.025749400,99,82
214.026192251,100,82
214.431150673,99,81
214.431282994,100,81
214.451851743,100,82
214.621476265,100,83
214.689386619,99,82
214.689489531,100,82
214.690057215,100,83
214.770545191,99,82
214.770668072,100,82
214.974300795,100,83
214.976518218,99,82
214.976573514,100,82
215.037343883,100,83
215.451189342,100,84
215.451288319,100,85
215.497898590,100,86
215.497937887,100,87
215.498065120,100,88
215.565908240,99,87
215.565976433,100,87
215.648024611,99,86
215.648378630,100,86
215.667308711,100,87
215.667368872,100,88
215.694381377,99,87
215.694810564,100,87
215.775618381,99,86
215.775904815,100,86
216.023908115,99,85
216.023968403,100,85
216.034901662,99,84
216.034965406,100,84
216.102714735,99,83
216.102814799,100,83
216.286324185,100,84
216.639238891,99,83
216.639394764,100,83
216.645727415,99,82
216.645788952,100,82
216.699638280,100,83
216.908496544,100,84
217.077036386,99,83
217.077404229,100,83
217.077903720,100,84
217.081428705,100,85
217.165649730,100,86
217.199119591,99,85
217.199466089,100,85
217.480573135,99,84
217.480744081,100,84
217.599628895,100,85
217.602205201,99,84
217.602264369,100,84
217.642681350,99,83
217.642745990,100,83
217.704024138,100,84
217.770856500,100,85
217.772874434,99,84
217.772957443,100,84
218.004844568,100,85
218.004919096,100,86
218.132036927,100,87
218.234311356,100,88
218.249752582,99,87
218.249921063,100,87
218.265406385,100,88
218.329180518,100,89
218.845699449,100,90
218.869682685,100,91
218.873007348,99,90
218.873287798,100,90
218.911936159,100,91
218.912994886,99,90
218.913049350,100,90
219.137380359,100,91
219.161723918,99,90
219.162051056,100,90
219.227913748,99,89
219.227999956,100,89
219.252643197,99,88
219.254531786,100,88
219.405191730,99,87
219.405256947,100,87
219.590232646,100,88
219.617828483,99,87
219.617900420,100,87
219.739541061,99,86
219.739922792,100,86
219.781927912,99,85
219.781984072,100,85
219.922195785,100,86
219.969856015,100,87
220.022548856,100,88
220.089030912,100,89
220.224371743,99,88
220.224443328,100,88
220.337239461,99,87
220.337301317,100,87
220.338054890,99,86
220.338107083,100,86
220.540551574,99,85
220.540669942,100,85
220.621715938,100,86
220.622919178,99,85
220.622970538,100,85
220.642558705,100,86
220.711813163,99,85
220.712605105,100,85
220.812271131,100,86
220.964348205,99,85
220.965041746,100,85
220.986014242,100,86
221.365076711,100,87
221.416597064,100,88
221.463930220,100,89
221.530384084,99,88
221.530450228,100,88
221.777182159,99,87
221.777325808,100,87
221.795967471,100,88
221.945200046,100,89
221.945637617,99,88
221.945706289,100,88
222.149099907,100,89
222.149685767,99,88
222.149750055,100,88
222.352029393,99,87
222.352148626,100,87
222.395206489,99,86
222.395270266,100,86
222.433391807,99,85
222.433866146,100,85
223.069402821,99,84
223.069496805,98,83
223.069552934,99,83
223.074669929,100,83
223.125188963,99,82
223.125417893,100,82
223.932453598,99,81
223.932538943,100,81
223.941755774,100,82
224.003691206,99,81
224.003823783,100,81
224.064650920,100,82
224.067483643,100,83
224.067521244,100,84
224.344574790,100,85
224.344629030,100,86
224.432428800,100,87
224.479346145,100,88
224.479467586,100,89
224.853302308,100,90
224.917177369,100,91
225.006249884,99,90
225.006333084,100,90
225.009015310,99,89
225.009094575,100,89
225.084688469,100,90
225.084704053,99,89
225.085186552,100,89
225.089448598,99,88
225.090583933,100,88
225.128978597,99,87
225.129137734,100,87
225.374113044,99,86
225.374230389,100,86
225.578467436,99,85
225.578564013,100,85
225.657265192,99,84
225.657327625,100,84
225.818452505,100,85
225.822248307,99,84
225.822307987,100,84
225.863370476,99,83
225.863428717,100,83
225.983540836,100,84
225.986888571,99,83
225.986943643,100,83
226.047063351,99,82
226.047381113,100,82
226.050405838,99,81
226.050491246,100,81
226.147214341,99,80
226.147841673,100,80
226.633004326,99,79
226.633127079,100,79
227.525947596,99,78
227.526121101,100,78
228.375270024,99,77
228.375432745,100,77
229.085141896,100,78
229.150502407,100,79
229.356948814,99,78
229.357146991,100,78
229.417472269,100,79
229.441437329,99,78
229.441606322,100,78
229.525648914,99,77
229.525710994,100,77
229.545496538,100,78
229.545713531,100,79
229.712707923,100,80
229.901312736,99,79
229.901610658,100,79
230.101619868,99,78
230.263003918,98,77
230.282164337,98,78
230.282199121,98,79
230.282264146,98,80
230.349941954,97,79
230.430070311,97,80
230.474296214,96,79
230.719688775,95,78
230.939301800,95,79
230.939334632,95,80
230.939406441,95,81
231.231569530,95,82
231.231814236,95,83
231.399873372,95,84
231.400313599,95,85
231.400380735,95,86
231.447141791,95,87
231.473529972,94,86
231.575280653,94,87
231.622662962,94,88
232.024703157,93,87
232.086551356,93,88
232.169217331,93,89
232.169527829,93,90
232.169768919,93,91
232.486327024,92,90
232.732604583,91,89
233.150160660,90,88
233.202832253,89,87
233.348008320,88,86
233.511025181,87,85
233.676787532,86,84
233.714967026,85,83
233.836520979,84,82
234.784827540,83,81
234.956014761,82,80
234.980845620,81,79
235.005502940,80,78
235.086553704,79,77
235.086815754,78,76
235.106552145,77,75
235.309173853,76,74
235.432036647,75,73
235.554344109,74,72
235.634658419,73,71
235.836674620,73,72
235.837756163,72,71
235.881512015,71,70
236.069255893,70,69
238.299309349,69,68
238.379490122,68,67
239.170928761,68,68
239.175673754,67,67
239.487182960,66,66
239.724871437,65,65
240.678010671,64,64
240.716791577,63,63
241.223546377,62,62
241.510004436,61,61
241.588936369,60,60
241.626690771,59,59
242.141827133,58,58
242.615986702,57,57
243.011593764,56,56
243.553746055,55,55
244.329092200,54,54
244.835310708,53,53
244.950325192,52,52
245.524064483,51,51
245.789685567,50,50
245.790234851,49,49
246.023036926,48,48
246.834524438,47,47
247.015234028,46,46
247.274027898,45,45
247.349975842,44,44
247.579478567,43,43
247.918575258,42,42
249.092208899,41,41
249.317997518,40,40
250.152094786,39,39
250.228885328,38,38
252.423821679,37,37
255.330319234,36,36
256.356830933,35,35
259.600703614,34,34
259.748798898,33,33
260.833466772,32,32
260.846525104,31,31
261.596303348,30,30
262.797973044,29,29
263.029227920,28,28
266.259062429,27,27
267.576441019,26,26
269.289829764,25,25
272.109305353,24,24
273.699169175,23,23
274.670453946,22,22
276.539706134,21,21
277.861609459,20,20
279.292460431,19,19
280.222954910,18,18
283.492599935,17,17
284.128849861,16,16
288.749692826,15,15
291.349907743,14,14
293.889721014,13,13
296.413025523,12,12
300.974609177,11,11
311.351292502,10,10
329.391221804,9,9
345.187012468,8,8
350.142892007,7,7
351.965555504,6,6
368.173838943,5,5
391.251183248,4,4
409.902840658,3,3
409.905203666,2,2
409.906504209,1,1
409.906559249,0,0
409.923060077,0,0
